,output
cap_baseload_region1,31.441249
gen_baseload_region1,816605.9628047696
cap_peaking_region1,4.8618901
gen_peaking_region1,66011.85664351698
cap_transmission_region1_region2,35.518074
cap_transmission_region1_region5,0.78509013
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1466877.84
cap_wind_region2,54.768657
gen_wind_region2,555160.101016257
cap_storage_energy_region2,489.49537
cap_storage_power_region2,100.0
cap_transmission_region2_region3,18.557537
cap_baseload_region3,44.612537
gen_baseload_region3,1115727.6508027997
cap_peaking_region3,43.415595
gen_peaking_region3,335055.0018335316
cap_transmission_region3_region4,75.285
peak_unmet_region4,13.26
gen_unmet_region4,445.84948831099996
demand_region4,1448941.8299999998
cap_transmission_region4_region5,10.875
peak_unmet_region5,23.64055
gen_unmet_region5,649.86230482
demand_region5,990823.285
cap_wind_region5,79.714889
gen_wind_region5,951929.4650902681
cap_storage_energy_region5,1857.8904
cap_storage_power_region5,100.0
cap_transmission_region5_region6,12.91322
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,12.91322
gen_peaking_region6,84978.6429385631
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,76.053886
cap_peaking_total,61.19070510000001
cap_wind_total,134.483646
cap_storage_energy_total,2347.38587
cap_storage_power_total,300.0
cap_transmission_total,153.93402113
peak_unmet_total,36.90055
peak_unmet_systemwide,36.90055
gen_baseload_total,1932335.5935075693
gen_peaking_total,486045.5014156117
gen_wind_total,1507090.0906676129
gen_solar_total,0.0
gen_unmet_total,1095.711793131
demand_total,3906642.955
cost_install,0.0
cost_operate,33259.16124340901
cost_total,33259.16124340901
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,334.894985
