,output
cap_baseload_region1,12.911489
gen_baseload_region1,320913.48651666316
cap_peaking_region1,9.3005421
gen_peaking_region1,105965.02448080301
cap_transmission_region1_region2,17.561777
cap_transmission_region1_region5,4.6502529
cap_transmission_region1_region6,0.0
peak_unmet_region2,18.559354
gen_unmet_region2,1385.46986518
demand_region2,1466877.84
cap_wind_region2,88.749367
gen_wind_region2,899597.182089006
cap_storage_energy_region2,371.84094
cap_storage_power_region2,100.0
cap_transmission_region2_region3,31.091255
cap_baseload_region3,24.261946
gen_baseload_region3,577208.9706659118
cap_peaking_region3,72.739309
gen_peaking_region3,725045.9187938691
cap_transmission_region3_region4,65.91
peak_unmet_region4,38.52
gen_unmet_region4,14529.531851063999
demand_region4,1448941.8299999998
cap_transmission_region4_region5,21.57
peak_unmet_region5,20.423773
gen_unmet_region5,3573.020230487
demand_region5,990823.285
cap_wind_region5,117.44889
gen_wind_region5,1278022.41919137
cap_storage_energy_region5,951.21082
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,37.173535
cap_peaking_total,82.03995110000001
cap_wind_total,206.19835700000002
cap_storage_energy_total,1323.05186
cap_storage_power_total,300.0
cap_transmission_total,140.7834849
peak_unmet_total,77.503127
peak_unmet_systemwide,57.791128
gen_baseload_total,898124.081181936
gen_peaking_total,831010.9432746721
gen_wind_total,2177620.007869472
gen_solar_total,0.0
gen_unmet_total,19488.021946730998
demand_total,3906642.955
cost_install,0.0
cost_operate,150516.7369064705
cost_total,150516.7369064705
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,1358.771923
