,output
cap_baseload_region1,0.0
gen_baseload_region1,0.0
cap_peaking_region1,20.016716
gen_peaking_region1,211918.89765638215
cap_transmission_region1_region2,10.057144
cap_transmission_region1_region5,10.057122
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1466877.840088
cap_wind_region2,106.58382
gen_wind_region2,1078480.9669197001
cap_storage_energy_region2,661.33044
cap_storage_power_region2,100.0
cap_transmission_region2_region3,28.71168
cap_baseload_region3,31.788628
gen_baseload_region3,779566.3933172
cap_peaking_region3,60.323658
gen_peaking_region3,683461.052842407
cap_transmission_region3_region4,67.112837
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1448941.830218
cap_transmission_region4_region5,10.163674
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,990823.284751
cap_wind_region5,117.52375
gen_wind_region5,1163714.3279758
cap_storage_energy_region5,746.80861
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,31.788628
cap_peaking_total,80.34037893318009
cap_wind_total,224.10757
cap_storage_energy_total,1408.13916954798
cap_storage_power_total,300.0
cap_transmission_total,126.10246076577032
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,779566.3931979534
gen_peaking_total,895379.9689701565
gen_wind_total,2242195.2012685332
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3906642.955057
emissions_total,514065267.3646998
cost_install,164261.7920917537
cost_operate,35248.707525944046
cost_total,199510.49961769776
num_ts,720.0
sum_ts_weights,26328.0
solution_time,40.152834
