,output
cap_baseload_region1,15.920375
gen_baseload_region1,405852.3513770738
cap_peaking_region1,6.5530503
gen_peaking_region1,100445.9971793257
cap_transmission_region1_region2,22.47342
cap_transmission_region1_region5,0.0
cap_transmission_region1_region6,0.0
peak_unmet_region2,18.154399
gen_unmet_region2,384.99561850999993
demand_region2,1466877.84
cap_wind_region2,83.755453
gen_wind_region2,848956.244642988
cap_storage_energy_region2,676.38191
cap_storage_power_region2,100.0
cap_transmission_region2_region3,25.197535
cap_baseload_region3,48.071064
gen_baseload_region3,1205043.3284740995
cap_peaking_region3,49.516471
gen_peaking_region3,399262.1707372816
cap_transmission_region3_region4,76.55
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1448941.8299999998
cap_transmission_region4_region5,10.93
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,990823.285
cap_wind_region5,68.090258
gen_wind_region5,836635.9028651341
cap_storage_energy_region5,2246.055
cap_storage_power_region5,100.0
cap_transmission_region5_region6,19.647053
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,19.647065
gen_peaking_region6,128597.85817363218
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,63.991539
cap_peaking_total,75.7165863
cap_wind_total,151.845811
cap_storage_energy_total,2922.43701
cap_storage_power_total,300.0
cap_transmission_total,154.798208
peak_unmet_total,18.154399
peak_unmet_systemwide,18.154399
gen_baseload_total,1610897.9421511735
gen_peaking_total,628306.0260902395
gen_wind_total,1685592.7615353155
gen_solar_total,0.0
gen_unmet_total,384.99561850999993
demand_total,3906642.955
cost_install,0.0
cost_operate,32367.14682998372
cost_total,32367.14682998372
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,427.756903
