,output
cap_baseload_region1,7.3788617
gen_baseload_region1,187637.8205412
cap_peaking_region1,18.094707
gen_peaking_region1,226667.4175817453
cap_transmission_region1_region2,17.622012
cap_transmission_region1_region5,10.24312
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1480749.23
cap_wind_region2,82.487432
gen_wind_region2,814953.12671071
cap_storage_energy_region2,566.57733
cap_storage_power_region2,100.0
cap_transmission_region2_region3,30.434605
cap_baseload_region3,37.499377
gen_baseload_region3,930852.54368378
cap_peaking_region3,56.720228
gen_peaking_region3,633372.0074809799
cap_transmission_region3_region4,69.925
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1443755.68
cap_transmission_region4_region5,11.435
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,990708.82
cap_wind_region5,101.70436
gen_wind_region5,1139108.5701096
cap_storage_energy_region5,1989.4503
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,44.878238651903885
cap_peaking_total,74.81494199115899
cap_wind_total,184.1917913284486
cap_storage_energy_total,2556.02773996181
cap_storage_power_total,300.0
cap_transmission_total,139.65973682665341
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1118490.3629991787
gen_peaking_total,860039.4638746325
gen_wind_total,1954061.653276514
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3915213.73
emissions_total,567713856.2796019
cost_install,169951.19704725093
cost_operate,35706.26541877022
cost_total,205657.46246602116
num_ts,720.0
sum_ts_weights,26328.0
solution_time,47.047508
