,output
cap_baseload_region1,12.911489
gen_baseload_region1,320496.0138339
cap_peaking_region1,9.3005421
gen_peaking_region1,110502.69296820168
cap_transmission_region1_region2,17.561777
cap_transmission_region1_region5,4.6502529
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1489547.4300000002
cap_wind_region2,88.749367
gen_wind_region2,924080.139381713
cap_storage_energy_region2,371.84094
cap_storage_power_region2,100.0
cap_transmission_region2_region3,31.091255
cap_baseload_region3,24.261946
gen_baseload_region3,578397.581542542
cap_peaking_region3,72.739309
gen_peaking_region3,734193.5559380801
cap_transmission_region3_region4,65.91
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1431849.83
cap_transmission_region4_region5,21.57
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,988056.69
cap_wind_region5,117.44889
gen_wind_region5,1255086.88216317
cap_storage_energy_region5,951.21082
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,37.173435
cap_peaking_total,82.0398511
cap_wind_total,206.198257
cap_storage_energy_total,1323.05187911388
cap_storage_power_total,300.0
cap_transmission_total,140.78328444698786
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,898893.5950650184
gen_peaking_total,844696.2486542172
gen_wind_total,2179166.9775398863
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3909453.95
emissions_total,517657217.8368887
cost_install,167600.86932381336
cost_operate,34071.329010632886
cost_total,201672.19833444624
num_ts,720.0
sum_ts_weights,26328.0
solution_time,69.396937
