,output
cap_baseload_region1,43.710711
gen_baseload_region1,1141223.5670139997
cap_peaking_region1,7.958304
gen_peaking_region1,77730.9552732199
cap_transmission_region1_region2,50.776034
cap_transmission_region1_region5,0.89298611
cap_transmission_region1_region6,0.0
peak_unmet_region2,9.8338738
gen_unmet_region2,76.88865009999999
demand_region2,1466877.84
cap_wind_region2,23.929271
gen_wind_region2,242558.010954578
cap_storage_energy_region2,186.56714
cap_storage_power_region2,100.0
cap_transmission_region2_region3,8.51
cap_baseload_region3,48.32
gen_baseload_region3,1175162.7323395002
cap_peaking_region3,26.264807
gen_peaking_region3,160185.27960738708
cap_transmission_region3_region4,72.09
peak_unmet_region4,20.97
gen_unmet_region4,1608.69937937
demand_region4,1448941.8299999998
cap_transmission_region4_region5,15.39
peak_unmet_region5,24.804293
gen_unmet_region5,1115.5563298
demand_region5,990823.285
cap_wind_region5,93.393792
gen_wind_region5,1096907.9102136302
cap_storage_energy_region5,2476.5236
cap_storage_power_region5,100.0
cap_transmission_region5_region6,6.5575391
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,6.5575421
gen_peaking_region6,32846.9075591622
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,92.030811
cap_peaking_total,40.7806531
cap_wind_total,117.32316300000001
cap_storage_energy_total,2663.0908400000003
cap_storage_power_total,300.0
cap_transmission_total,154.21665921
peak_unmet_total,55.6081668
peak_unmet_systemwide,45.774293
gen_baseload_total,2316388.0130535
gen_peaking_total,270763.1424397692
gen_wind_total,1339466.3876992732
gen_solar_total,0.0
gen_unmet_total,2801.1443592699998
demand_total,3906642.955
cost_install,0.0
cost_operate,37876.92021076562
cost_total,37876.92021076562
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,1551.167692
