,output
cap_baseload_region1,43.710711
gen_baseload_region1,1147110.131544
cap_peaking_region1,7.958304
gen_peaking_region1,101646.28235703001
cap_transmission_region1_region2,50.776034
cap_transmission_region1_region5,0.89298611
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1500830.4200000002
cap_wind_region2,23.929271
gen_wind_region2,223591.15025431
cap_storage_energy_region2,186.56714
cap_storage_power_region2,100.0
cap_transmission_region2_region3,8.51
cap_baseload_region3,48.32
gen_baseload_region3,1187255.0196210002
cap_peaking_region3,26.264807
gen_peaking_region3,220315.469084882
cap_transmission_region3_region4,72.09
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1446436.8900000001
cap_transmission_region4_region5,15.39
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,990154.54
cap_wind_region5,93.393792
gen_wind_region5,1034717.8711025
cap_storage_energy_region5,2476.5236
cap_storage_power_region5,100.0
cap_transmission_region5_region6,6.5575391
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,6.5575421
gen_peaking_region6,38335.153610747904
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,92.030711
cap_peaking_total,40.7806531
cap_wind_total,117.3230605199861
cap_storage_energy_total,2663.09088385629
cap_storage_power_total,300.0
cap_transmission_total,154.21655880148785
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,2334365.151165
gen_peaking_total,360296.9050526599
gen_wind_total,1258308.9670407933
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3937421.8500000006
emissions_total,610991791.9999654
cost_install,185401.9836821338
cost_operate,24293.539628948012
cost_total,209695.5233110818
num_ts,720.0
sum_ts_weights,26328.0
solution_time,246.997471
