,output
cap_baseload_region1,0.0
gen_baseload_region1,0.0
cap_peaking_region1,18.704295
gen_peaking_region1,179783.2117611933
cap_transmission_region1_region2,11.062008
cap_transmission_region1_region5,11.061981
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1464891.29995
cap_wind_region2,104.99321
gen_wind_region2,1064822.2530931
cap_storage_energy_region2,530.61357
cap_storage_power_region2,100.0
cap_transmission_region2_region3,33.995455
cap_baseload_region3,33.225997
gen_baseload_region3,784529.08658092
cap_peaking_region3,72.611485
gen_peaking_region3,615576.76650116
cap_transmission_region3_region4,72.411027
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1437432.4251640001
cap_transmission_region4_region5,11.06464
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,989670.0602760001
cap_wind_region5,114.17904
gen_wind_region5,1257922.6155639999
cap_storage_energy_region5,945.35396
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,33.22599695096549
cap_peaking_total,91.3157823271147
cap_wind_total,219.1722491475326
cap_storage_energy_total,1475.967616517358
cap_storage_power_total,300.0
cap_transmission_total,139.59511245933385
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,784529.0854814457
gen_peaking_total,795359.9865740881
gen_wind_total,2322744.8236872363
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3891993.78539
emissions_total,475049816.10468173
cost_install,171802.47070477103
cost_operate,31773.04413995445
cost_total,203575.5148447255
num_ts,720.0
sum_ts_weights,26328.0
solution_time,89.930734
