,output
cap_baseload_region1,14.476236
gen_baseload_region1,371800.99901258
cap_peaking_region1,33.13006
gen_peaking_region1,303484.72353850305
cap_transmission_region1_region2,31.058401
cap_transmission_region1_region5,16.547895
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1483198.27
cap_wind_region2,53.938668
gen_wind_region2,561914.37941954
cap_storage_energy_region2,1048.9829
cap_storage_power_region2,100.0
cap_transmission_region2_region3,20.095
cap_baseload_region3,41.66
gen_baseload_region3,1046897.392016
cap_peaking_region3,51.05
gen_peaking_region3,352768.628199482
cap_transmission_region3_region4,72.615
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1433995.6199999999
cap_transmission_region4_region5,10.465
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,987621.56
cap_wind_region5,114.19274
gen_wind_region5,1280271.0101435
cap_storage_energy_region5,816.52605
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,56.13623598423142
cap_peaking_total,84.18006
cap_wind_total,168.1314067070799
cap_storage_energy_total,1865.509038578312
cap_storage_power_total,300.0
cap_transmission_total,150.78129646674512
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1418698.3905202146
gen_peaking_total,656253.3516524045
gen_wind_total,1842185.3364595617
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3904815.4499999997
emissions_total,546241019.8640946
cost_install,180298.4686039196
cost_operate,30074.758806113317
cost_total,210373.22741003294
num_ts,720.0
sum_ts_weights,26328.0
solution_time,71.179844
