,output
cap_baseload_region1,41.818154
gen_baseload_region1,1098234.479299
cap_peaking_region1,27.451841
gen_peaking_region1,201733.31710368532
cap_transmission_region1_region2,56.942292
cap_transmission_region1_region5,12.327716
cap_transmission_region1_region6,0.0
peak_unmet_region2,3.8654732
gen_unmet_region2,0.0
demand_region2,1464891.3
cap_wind_region2,6.4957798
gen_wind_region2,65879.029167834
cap_storage_energy_region2,396.53831
cap_storage_power_region2,100.0
cap_transmission_region2_region3,4.6675213
cap_baseload_region3,41.122479
gen_baseload_region3,1063619.652194
cap_peaking_region3,39.938161
gen_peaking_region3,226448.4892139263
cap_transmission_region3_region4,78.31
peak_unmet_region4,15.94
gen_unmet_region4,277.0633458
demand_region4,1437432.425
cap_transmission_region4_region5,11.17
peak_unmet_region5,24.353547
gen_unmet_region5,451.52267779
demand_region5,989670.06
cap_wind_region5,100.3247
gen_wind_region5,1259126.77237098
cap_storage_energy_region5,2768.0759
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,82.940733
cap_peaking_total,67.39010200000001
cap_wind_total,106.8205798
cap_storage_energy_total,3164.61431
cap_storage_power_total,300.0
cap_transmission_total,163.41772930000002
peak_unmet_total,44.1590202
peak_unmet_systemwide,33.453385
gen_baseload_total,2161856.214333539
gen_peaking_total,428181.8075448635
gen_wind_total,1325006.3311018695
gen_solar_total,0.0
gen_unmet_total,736.8976083
demand_total,3891993.785
cost_install,0.0
cost_operate,30228.630897326235
cost_total,30228.630897326235
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,349.602158
