,output
cap_baseload_region1,27.193179
gen_baseload_region1,714788.7628386
cap_peaking_region1,12.111866
gen_peaking_region1,126832.71227765201
cap_transmission_region1_region2,33.847586
cap_transmission_region1_region5,5.4574511
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1472458.63
cap_wind_region2,45.725484
gen_wind_region2,442379.621085926
cap_storage_energy_region2,984.80652
cap_storage_power_region2,100.0
cap_transmission_region2_region3,18.995
cap_baseload_region3,48.985
gen_baseload_region3,1256156.36703
cap_peaking_region3,48.59
gen_peaking_region3,259218.36224907002
cap_transmission_region3_region4,78.58
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1417581.1400000001
cap_transmission_region4_region5,11.79
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,988748.4000000001
cap_wind_region5,97.091042
gen_wind_region5,1078316.4891959
cap_storage_energy_region5,2673.4474
cap_storage_power_region5,100.0
cap_transmission_region5_region6,5.550918
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,5.5509238
gen_peaking_region6,15940.654533721092
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,76.178179
cap_peaking_total,66.2527898
cap_wind_total,142.8165232636036
cap_storage_energy_total,3658.25416440859
cap_storage_power_total,300.0
cap_transmission_total,154.22095505217322
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1970945.1298504109
gen_peaking_total,401991.7290604431
gen_wind_total,1520696.0717201342
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3878788.17
emissions_total,554985707.796361
cost_install,190149.3188572223
cost_operate,23936.196116070216
cost_total,214085.5149732925
num_ts,720.0
sum_ts_weights,26328.0
solution_time,44.766335
