,output
cap_baseload_region1,0.0
gen_baseload_region1,0.0
cap_peaking_region1,18.704295
gen_peaking_region1,158242.36606996797
cap_transmission_region1_region2,11.062008
cap_transmission_region1_region5,11.061981
cap_transmission_region1_region6,0.0
peak_unmet_region2,28.40222
gen_unmet_region2,6919.886176604
demand_region2,1464891.3
cap_wind_region2,104.99321
gen_wind_region2,1064822.2317002262
cap_storage_energy_region2,530.61357
cap_storage_power_region2,100.0
cap_transmission_region2_region3,33.995455
cap_baseload_region3,33.225997
gen_baseload_region3,800026.160190516
cap_peaking_region3,72.611485
gen_peaking_region3,613893.2141677911
cap_transmission_region3_region4,72.411027
peak_unmet_region4,29.023613
gen_unmet_region4,5874.873462140001
demand_region4,1437432.425
cap_transmission_region4_region5,11.06464
peak_unmet_region5,25.476939
gen_unmet_region5,3714.8443989499997
demand_region5,989670.06
cap_wind_region5,114.17904
gen_wind_region5,1260969.32654638
cap_storage_energy_region5,945.35396
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,33.226197000000006
cap_peaking_total,91.31588
cap_wind_total,219.17235000000002
cap_storage_energy_total,1475.9676299999999
cap_storage_power_total,300.0
cap_transmission_total,139.595311
peak_unmet_total,82.902772
peak_unmet_systemwide,71.770264
gen_baseload_total,800029.1711367837
gen_peaking_total,772135.7331925525
gen_wind_total,2325791.9300056067
gen_solar_total,0.0
gen_unmet_total,16509.604037694
demand_total,3891993.785
cost_install,0.0
cost_operate,130095.41108293978
cost_total,130095.41108293978
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,620.411601
