,output
cap_baseload_region1,38.693454
gen_baseload_region1,1018084.3800319997
cap_peaking_region1,16.916673
gen_peaking_region1,135692.857740701
cap_transmission_region1_region2,47.151798
cap_transmission_region1_region5,8.4583285
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1464891.3
cap_wind_region2,22.256537
gen_wind_region2,225721.79093694699
cap_storage_energy_region2,522.71173
cap_storage_power_region2,100.0
cap_transmission_region2_region3,11.633164
cap_baseload_region3,39.628164
gen_baseload_region3,1029430.3172917996
cap_peaking_region3,50.06
gen_peaking_region3,298719.2458880975
cap_transmission_region3_region4,78.055
peak_unmet_region4,16.88
gen_unmet_region4,266.3106506
demand_region4,1437432.425
cap_transmission_region4_region5,11.855
peak_unmet_region5,27.466127
gen_unmet_region5,397.09603500000003
demand_region5,989670.06
cap_wind_region5,95.58835
gen_wind_region5,1208178.13669486
cap_storage_energy_region5,3597.98
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,78.321718
cap_peaking_total,66.97677300000001
cap_wind_total,117.844987
cap_storage_energy_total,4120.691830000001
cap_storage_power_total,300.0
cap_transmission_total,157.1534905
peak_unmet_total,44.346126999999996
peak_unmet_systemwide,37.706127
gen_baseload_total,2047516.9500187046
gen_peaking_total,434412.10362051876
gen_wind_total,1433900.5087761797
gen_solar_total,0.0
gen_unmet_total,663.4066856
demand_total,3891993.785
cost_install,0.0
cost_operate,29434.08194985942
cost_total,29434.08194985942
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,325.092387
