,output
cap_baseload_region1,29.333968
gen_baseload_region1,770831.134282
cap_peaking_region1,22.767561
gen_peaking_region1,204665.44595602743
cap_transmission_region1_region2,40.717772
cap_transmission_region1_region5,11.383777
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1496427.99
cap_wind_region2,34.652882
gen_wind_region2,344838.799545138
cap_storage_energy_region2,668.06014
cap_storage_power_region2,100.0
cap_transmission_region2_region3,17.219021
cap_baseload_region3,40.136551
gen_baseload_region3,1015510.8618949999
cap_peaking_region3,51.771133
gen_peaking_region3,322506.68496228004
cap_transmission_region3_region4,76.175571
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1433231.78
cap_transmission_region4_region5,14.194429
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,990439.3300000001
cap_wind_region5,109.48984
gen_wind_region5,1274563.90379487
cap_storage_energy_region5,1406.7416
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,69.470519
cap_peaking_total,74.53869390819578
cap_wind_total,144.1427200274621
cap_storage_energy_total,2074.80183189828
cap_storage_power_total,300.0
cap_transmission_total,159.69057090870015
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1786341.9958750883
gen_peaking_total,527172.1305534266
gen_wind_total,1619402.6722001215
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3920099.1
emissions_total,568137247.7936672
cost_install,184740.8505278815
cost_operate,27394.786580717933
cost_total,212135.63710859942
num_ts,720.0
sum_ts_weights,26328.0
solution_time,45.941623
