,output
cap_baseload_region1,44.207082
gen_baseload_region1,1159270.4443470002
cap_peaking_region1,3.1891524
gen_peaking_region1,30607.761423397606
cap_transmission_region1_region2,47.396217
cap_transmission_region1_region5,0.0
cap_transmission_region1_region6,0.0
peak_unmet_region2,13.15644
gen_unmet_region2,70.6904954
demand_region2,1465198.27
cap_wind_region2,24.057863
gen_wind_region2,241341.73702035
cap_storage_energy_region2,787.53478
cap_storage_power_region2,100.0
cap_transmission_region2_region3,8.7315264
cap_baseload_region3,45.855838
gen_baseload_region3,1138408.1516148995
cap_peaking_region3,34.45
gen_peaking_region3,180368.1385546113
cap_transmission_region3_region4,71.574312
peak_unmet_region4,32.501376
gen_unmet_region4,2319.5651972299997
demand_region4,1426314.8450000002
cap_transmission_region4_region5,17.345688
peak_unmet_region5,26.41232
gen_unmet_region5,1272.51770346
demand_region5,988181.0799999998
cap_wind_region5,94.337864
gen_wind_region5,1138732.93379826
cap_storage_energy_region5,3315.3745
cap_storage_power_region5,100.0
cap_transmission_region5_region6,3.2498933
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,3.2498953
gen_peaking_region6,13564.5480786913
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,90.06302
cap_peaking_total,40.8890477
cap_wind_total,118.395827
cap_storage_energy_total,4102.90938
cap_storage_power_total,300.0
cap_transmission_total,148.2978367
peak_unmet_total,72.07013599999999
peak_unmet_systemwide,55.557539000000006
gen_baseload_total,2297680.3226526794
gen_peaking_total,224540.4480567002
gen_wind_total,1380075.1599593188
gen_solar_total,0.0
gen_unmet_total,3662.7733960899996
demand_total,3879694.1950000003
cost_install,0.0
cost_operate,41335.377433475245
cost_total,41335.377433475245
num_ts,26304.0
sum_ts_weights,26304.0
solution_time,772.489241
