,output
cap_baseload_region1,29.149266
gen_baseload_region1,763416.39993
cap_peaking_region1,4.2206057
gen_peaking_region1,66136.35637996
cap_transmission_region1_region2,33.369868
cap_transmission_region1_region5,0.0
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1487071.3900000001
cap_wind_region2,47.774744
gen_wind_region2,466286.21443989
cap_storage_energy_region2,1291.972
cap_storage_power_region2,100.0
cap_transmission_region2_region3,17.6
cap_baseload_region3,49.545
gen_baseload_region3,1223402.5954220002
cap_peaking_region3,42.69
gen_peaking_region3,399478.81619295
cap_transmission_region3_region4,74.635
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1436668.47
cap_transmission_region4_region5,12.845
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,975369.9299999999
cap_wind_region5,88.671936
gen_wind_region5,943260.4848604
cap_storage_energy_region5,2327.2842
cap_storage_power_region5,100.0
cap_transmission_region5_region6,11.372123
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,11.372128
gen_peaking_region6,52805.35271207015
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,78.694266
cap_peaking_total,58.282733699999994
cap_wind_total,136.44667980099996
cap_storage_energy_total,3619.25655023613
cap_storage_power_total,300.0
cap_transmission_total,149.82199418948184
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1986818.9953212577
gen_peaking_total,518420.52528498013
gen_wind_total,1409546.6466885365
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3899109.79
emissions_total,604732013.9938515
cost_install,185671.99867568578
cost_operate,28090.47730778861
cost_total,213762.4759834744
num_ts,720.0
sum_ts_weights,26304.0
solution_time,35.602927
