,output
cap_baseload_region1,0.0
gen_baseload_region1,0.0
cap_peaking_region1,8.2924514
gen_peaking_region1,65540.35193041
cap_transmission_region1_region2,4.1462274
cap_transmission_region1_region5,4.146224
cap_transmission_region1_region6,0.0
peak_unmet_region2,42.244808
gen_unmet_region2,18070.799179963
demand_region2,1465198.27
cap_wind_region2,132.59047
gen_wind_region2,1289437.0740700301
cap_storage_energy_region2,720.06038
cap_storage_power_region2,100.0
cap_transmission_region2_region3,33.463831
cap_baseload_region3,35.101803
gen_baseload_region3,840364.22869281
cap_peaking_region3,57.698287
gen_peaking_region3,597235.973241608
cap_transmission_region3_region4,71.005664
peak_unmet_region4,23.908672
gen_unmet_region4,2187.1326736399997
demand_region4,1426314.8450000002
cap_transmission_region4_region5,8.1843361
peak_unmet_region5,28.748494
gen_unmet_region5,1566.1611823399999
demand_region5,988181.0799999998
cap_wind_region5,97.075972
gen_wind_region5,1073051.06852071
cap_storage_energy_region5,2504.8504
cap_storage_power_region5,100.0
cap_transmission_region5_region6,4.367264
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,4.3672638
gen_peaking_region6,23488.373583520595
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,35.102003
cap_peaking_total,70.3580022
cap_wind_total,229.66654200000002
cap_storage_energy_total,3224.91088
cap_storage_power_total,300.0
cap_transmission_total,125.3136465
peak_unmet_total,94.901974
peak_unmet_systemwide,81.511325
gen_baseload_total,840367.22677821
gen_peaking_total,686264.6987555387
gen_wind_total,2362488.5161837246
gen_solar_total,0.0
gen_unmet_total,21824.093035943
demand_total,3879694.1950000003
cost_install,0.0
cost_operate,159178.17485130226
cost_total,159178.17485130226
num_ts,26304.0
sum_ts_weights,26304.0
solution_time,378.394293
