,output
cap_baseload_region1,35.153604
gen_baseload_region1,920061.2847160001
cap_peaking_region1,6.6323035
gen_peaking_region1,79195.18247703998
cap_transmission_region1_region2,39.918797
cap_transmission_region1_region5,2.5443127
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1502134.07
cap_wind_region2,48.132499
gen_wind_region2,408425.02893188
cap_storage_energy_region2,496.51961
cap_storage_power_region2,100.0
cap_transmission_region2_region3,14.840984
cap_baseload_region3,37.249016
gen_baseload_region3,955765.355339
cap_peaking_region3,50.551968
gen_peaking_region3,406375.50607879995
cap_transmission_region3_region4,74.17
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1428642.55
cap_transmission_region4_region5,17.72
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,991132.0899999999
cap_wind_region5,110.40676
gen_wind_region5,1166111.36151042
cap_storage_energy_region5,2022.6627
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,72.40261997644696
cap_peaking_total,57.18427144692318
cap_wind_total,158.53925667761771
cap_storage_energy_total,2519.1824263398803
cap_storage_power_total,300.0
cap_transmission_total,149.19409685592984
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1875826.6395888475
gen_peaking_total,485570.6882878695
gen_wind_total,1574536.3454321253
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3921908.71
emissions_total,569393602.7995745
cost_install,183188.67986437297
cost_operate,26385.840248213495
cost_total,209574.52011258647
num_ts,720.0
sum_ts_weights,26304.0
solution_time,40.877663
