,output
cap_baseload_region1,25.870861
gen_baseload_region1,668080.3144977269
cap_peaking_region1,21.149067
gen_peaking_region1,179789.50005348612
cap_transmission_region1_region2,36.445407
cap_transmission_region1_region5,10.57452
cap_transmission_region1_region6,0.0
peak_unmet_region2,20.743815
gen_unmet_region2,1397.5604629610002
demand_region2,1470332.325
cap_wind_region2,48.724917
gen_wind_region2,467803.07506332634
cap_storage_energy_region2,992.68821
cap_storage_power_region2,100.0
cap_transmission_region2_region3,13.544858
cap_baseload_region3,44.761911
gen_baseload_region3,1137479.6707511002
cap_peaking_region3,38.843114
gen_peaking_region3,262905.04366848
cap_transmission_region3_region4,70.060167
peak_unmet_region4,21.805
gen_unmet_region4,2310.7859565999997
demand_region4,1437613.1199999999
cap_transmission_region4_region5,10.065167
peak_unmet_region5,27.077601
gen_unmet_region5,1023.96552386
demand_region5,994993.315
cap_wind_region5,100.48732
gen_wind_region5,1207698.08645907
cap_storage_energy_region5,1711.8882
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,70.632872
cap_peaking_total,59.992281000000006
cap_wind_total,149.212337
cap_storage_energy_total,2704.5765100000003
cap_storage_power_total,300.0
cap_transmission_total,140.69031900000002
peak_unmet_total,69.626416
peak_unmet_systemwide,64.512309
gen_baseload_total,1805561.712046724
gen_peaking_total,442694.5437219661
gen_wind_total,1675501.625278524
gen_solar_total,0.0
gen_unmet_total,4732.311943421
demand_total,3902938.76
cost_install,0.0
cost_operate,52928.02959772039
cost_total,52928.02959772039
num_ts,26304.0
sum_ts_weights,26304.0
solution_time,282.255955
