,output
cap_baseload_region1,41.972908
gen_baseload_region1,1089502.382182
cap_peaking_region1,26.383706
gen_peaking_region1,229095.00876082532
cap_transmission_region1_region2,55.164769
cap_transmission_region1_region5,13.191846
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1481394.5699999998
cap_wind_region2,13.367247
gen_wind_region2,121611.63739431399
cap_storage_energy_region2,440.39259
cap_storage_power_region2,100.0
cap_transmission_region2_region3,6.5541557
cap_baseload_region3,47.767844
gen_baseload_region3,1233064.1262750002
cap_peaking_region3,32.544312
gen_peaking_region3,132546.964317906
cap_transmission_region3_region4,77.761999
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1419779.04
cap_transmission_region4_region5,11.398001
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,990612.5599999999
cap_wind_region5,91.67441
gen_wind_region5,1098732.7177535999
cap_storage_energy_region5,1750.9381
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,89.74075199781667
cap_peaking_total,58.92801841530009
cap_wind_total,105.0416544081372
cap_storage_energy_total,2191.3307875830283
cap_storage_power_total,300.0
cap_transmission_total,164.07076974301492
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,2322566.5083603095
gen_peaking_total,361641.97449524165
gen_wind_total,1220344.309604151
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3891786.17
emissions_total,609170090.547266
cost_install,188295.63040691477
cost_operate,24281.454096669535
cost_total,212577.0845035843
num_ts,720.0
sum_ts_weights,26304.0
solution_time,43.263548
