,output
cap_baseload_region1,27.193179
gen_baseload_region1,714897.5976994997
cap_peaking_region1,12.111866
gen_peaking_region1,81920.037676707
cap_transmission_region1_region2,33.847586
cap_transmission_region1_region5,5.4574511
cap_transmission_region1_region6,0.0
peak_unmet_region2,17.858512
gen_unmet_region2,593.50012731
demand_region2,1464891.3
cap_wind_region2,45.725484
gen_wind_region2,463739.62584081496
cap_storage_energy_region2,984.80652
cap_storage_power_region2,100.0
cap_transmission_region2_region3,18.995
cap_baseload_region3,48.985
gen_baseload_region3,1235539.94457879
cap_peaking_region3,48.59
gen_peaking_region3,213188.24819154997
cap_transmission_region3_region4,78.58
peak_unmet_region4,16.29
gen_unmet_region4,347.7602044
demand_region4,1437432.425
cap_transmission_region4_region5,11.79
peak_unmet_region5,25.139009
gen_unmet_region5,593.2249199
demand_region5,989670.06
cap_wind_region5,97.091042
gen_wind_region5,1193104.7713139
cap_storage_energy_region5,2673.4474
cap_storage_power_region5,100.0
cap_transmission_region5_region6,5.550918
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,5.5509238
gen_peaking_region6,16116.9185336278
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,76.178279
cap_peaking_total,66.2527898
cap_wind_total,142.816626
cap_storage_energy_total,3658.2540200000003
cap_storage_power_total,300.0
cap_transmission_total,154.2210551
peak_unmet_total,59.287521
peak_unmet_systemwide,44.22778100000001
gen_baseload_total,1950439.2808782898
gen_peaking_total,311225.20440188475
gen_wind_total,1656844.8474180398
gen_solar_total,0.0
gen_unmet_total,1534.48525161
demand_total,3891993.785
cost_install,0.0
cost_operate,29864.128273386443
cost_total,29864.128273386443
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,639.163983
