,output
cap_baseload_region1,38.693454
gen_baseload_region1,1016175.734651
cap_peaking_region1,16.916673
gen_peaking_region1,151725.18168823878
cap_transmission_region1_region2,47.151798
cap_transmission_region1_region5,8.4583285
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1494004.65
cap_wind_region2,22.256537
gen_wind_region2,225984.26033411996
cap_storage_energy_region2,522.71173
cap_storage_power_region2,100.0
cap_transmission_region2_region3,11.633164
cap_baseload_region3,39.628164
gen_baseload_region3,1018435.4831600001
cap_peaking_region3,50.06
gen_peaking_region3,344330.48404447
cap_transmission_region3_region4,78.055
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1414814.01
cap_transmission_region4_region5,11.855
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,978933.51
cap_wind_region5,95.58835
gen_wind_region5,1147265.2060327
cap_storage_energy_region5,3597.98
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,78.32161799979092
cap_peaking_total,66.9766811028436
cap_wind_total,117.844887
cap_storage_energy_total,4120.69195693264
cap_storage_power_total,300.0
cap_transmission_total,157.15328945501915
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,2034611.217803446
gen_peaking_total,496055.6820784093
gen_wind_total,1373249.4472362946
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3887752.17
emissions_total,605344519.5367689
cost_install,187490.23602065194
cost_operate,27546.44955631407
cost_total,215036.685576966
num_ts,720.0
sum_ts_weights,26328.0
solution_time,80.660125
