,output
cap_baseload_region1,14.476236
gen_baseload_region1,380389.45735928
cap_peaking_region1,33.13006
gen_peaking_region1,273263.127185873
cap_transmission_region1_region2,31.058401
cap_transmission_region1_region5,16.547895
cap_transmission_region1_region6,0.0
peak_unmet_region2,19.305408
gen_unmet_region2,966.67302032
demand_region2,1464891.3
cap_wind_region2,53.938668
gen_wind_region2,547036.259129197
cap_storage_energy_region2,1048.9829
cap_storage_power_region2,100.0
cap_transmission_region2_region3,20.095
cap_baseload_region3,41.66
gen_baseload_region3,1077777.2958631995
cap_peaking_region3,51.05
gen_peaking_region3,315981.12958481343
cap_transmission_region3_region4,72.615
peak_unmet_region4,28.22
gen_unmet_region4,3633.97922099
demand_region4,1437432.425
cap_transmission_region4_region5,10.465
peak_unmet_region5,20.590011
gen_unmet_region5,1713.3759026920002
demand_region5,989670.06
cap_wind_region5,114.19274
gen_wind_region5,1311953.3086145201
cap_storage_energy_region5,816.52605
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,56.136336
cap_peaking_total,84.18016
cap_wind_total,168.131508
cap_storage_energy_total,1865.50905
cap_storage_power_total,300.0
cap_transmission_total,150.781496
peak_unmet_total,68.115419
peak_unmet_systemwide,47.427734
gen_baseload_total,1458168.4184224794
gen_peaking_total,589244.2567706865
gen_wind_total,1858989.985972874
gen_solar_total,0.0
gen_unmet_total,6314.028144002001
demand_total,3891993.785
cost_install,0.0
cost_operate,65811.07374780066
cost_total,65811.07374780066
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,929.129069
