,output
cap_baseload_region1,41.818154
gen_baseload_region1,1100988.3585120002
cap_peaking_region1,27.451841
gen_peaking_region1,238981.46876465005
cap_transmission_region1_region2,56.942292
cap_transmission_region1_region5,12.327716
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1503673.54
cap_wind_region2,6.4957798
gen_wind_region2,59728.553874369005
cap_storage_energy_region2,396.53831
cap_storage_power_region2,100.0
cap_transmission_region2_region3,4.6675213
cap_baseload_region3,41.122479
gen_baseload_region3,1072514.4756439999
cap_peaking_region3,39.938161
gen_peaking_region3,246028.98969566
cap_transmission_region3_region4,78.31
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1421393.5899999999
cap_transmission_region4_region5,11.17
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,990409.1200000001
cap_wind_region5,100.3247
gen_wind_region5,1210754.1244209
cap_storage_energy_region5,2768.0759
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,82.94063299999999
cap_peaking_total,67.39001508818501
cap_wind_total,106.8204787310493
cap_storage_energy_total,3164.6145102801397
cap_storage_power_total,300.0
cap_transmission_total,163.41753459091146
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,2173502.8341566534
gen_peaking_total,485010.4887302548
gen_wind_total,1270482.6467673858
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3915476.25
emissions_total,628704754.1081134
cost_install,188037.0430612477
cost_operate,27854.34983412902
cost_total,215891.39289537672
num_ts,720.0
sum_ts_weights,26328.0
solution_time,135.851877
