,output
cap_baseload_region1,29.333968
gen_baseload_region1,771509.9602024
cap_peaking_region1,22.767561
gen_peaking_region1,179686.171986709
cap_transmission_region1_region2,40.717772
cap_transmission_region1_region5,11.383777
cap_transmission_region1_region6,0.0
peak_unmet_region2,12.837396
gen_unmet_region2,129.84350089000003
demand_region2,1464891.3
cap_wind_region2,34.652882
gen_wind_region2,351443.28998542496
cap_storage_energy_region2,668.06014
cap_storage_power_region2,100.0
cap_transmission_region2_region3,17.219021
cap_baseload_region3,40.136551
gen_baseload_region3,1023096.5140802803
cap_peaking_region3,51.771133
gen_peaking_region3,279107.77982630196
cap_transmission_region3_region4,76.175571
peak_unmet_region4,27.928858
gen_unmet_region4,2501.43590782
demand_region4,1437432.425
cap_transmission_region4_region5,14.194429
peak_unmet_region5,22.249029
gen_unmet_region5,1596.19634328
demand_region5,989670.06
cap_wind_region5,109.48984
gen_wind_region5,1305317.92548279
cap_storage_energy_region5,1406.7416
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,69.470619
cap_peaking_total,74.538794
cap_wind_total,144.142822
cap_storage_energy_total,2074.80184
cap_storage_power_total,300.0
cap_transmission_total,159.69077000000001
peak_unmet_total,63.015283000000004
peak_unmet_systemwide,42.584854
gen_baseload_total,1794608.2228627203
gen_peaking_total,458793.95545101986
gen_wind_total,1656761.6581951918
gen_solar_total,0.0
gen_unmet_total,4227.47575199
demand_total,3891993.785
cost_install,0.0
cost_operate,50407.789433819926
cost_total,50407.789433819926
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,492.734394
