,ts_weight,generation_cost,emissions,gen_baseload_region1,gen_peaking_region1,transmission_region1_region2,transmission_region1_region5,transmission_region1_region6,demand_region2,gen_unmet_region2,gen_wind_region2,gen_storage_region2,level_storage_interday_region2,level_storage_intraday_region2,level_storage_region2,transmission_region2_region3,gen_baseload_region3,gen_peaking_region3,transmission_region3_region4,demand_region4,gen_unmet_region4,transmission_region4_region5,demand_region5,gen_unmet_region5,gen_wind_region5,gen_storage_region5,level_storage_interday_region5,level_storage_intraday_region5,level_storage_region5,transmission_region5_region6,gen_baseload_region6,gen_peaking_region6,gen_wind_region6,gen_storage_region6,level_storage_interday_region6,level_storage_intraday_region6,level_storage_region6
2020-07-01 00:00:00,1.0,0.529,14432.067,38.536,6.716,37.448,7.804,-0.0,44.34,0.0,6.78,0.0,0.0,0.0,0.0,-0.112,20.193,0.0,20.081,39.6,0.0,-19.519,26.11,0.0,37.825,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 01:00:00,1.0,0.375,12668.265,38.536,2.306,37.251,3.592,-0.0,44.25,0.0,6.999,0.0,0.0,0.0,0.0,0.0,20.193,0.0,20.193,37.3,0.0,-17.107,24.28,0.0,37.795,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 02:00:00,1.0,0.294,11745.802,38.536,0.0,30.733,7.804,-0.0,44.9,0.0,8.09,0.0,0.0,0.0,0.0,-6.077,20.193,0.0,14.115,36.53,0.0,-22.415,23.39,0.0,39.182,-1.181,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 03:00:00,1.0,0.294,11745.802,38.536,0.0,38.536,0.0,0.0,46.84,0.0,9.259,0.0,0.0,0.0,0.0,0.956,20.193,0.0,21.148,37.43,0.0,-16.282,22.94,0.0,42.437,-3.215,0.0,1.122,1.122,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 04:00:00,1.0,0.294,11745.802,38.536,0.0,30.733,7.804,-0.0,52.7,0.0,10.276,0.0,0.0,0.0,0.0,-11.692,20.193,0.0,8.501,39.42,0.0,-30.919,23.44,0.0,46.039,0.517,0.0,4.176,4.176,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 05:00:00,1.0,0.294,11745.802,38.536,0.0,38.536,0.0,-0.0,58.04,0.0,11.543,0.0,0.0,0.0,0.0,-7.96,20.193,0.0,12.232,42.87,0.0,-30.638,27.89,0.0,56.316,2.211,0.0,3.632,3.632,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 06:00:00,1.0,0.294,11745.802,38.536,0.0,38.536,0.0,-0.0,61.4,0.0,15.714,0.0,0.0,0.0,0.0,-7.15,20.193,0.0,13.043,46.15,0.0,-33.107,33.35,0.0,66.956,-0.498,0.0,1.304,1.304,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 07:00:00,1.0,0.294,11745.802,38.536,0.0,38.089,0.448,-0.0,63.1,0.0,18.397,0.0,0.0,0.0,0.0,-6.614,20.193,0.0,13.578,48.6,0.0,-35.022,37.14,0.0,78.424,-6.71,0.0,1.778,1.778,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 08:00:00,1.0,0.294,11745.802,38.536,0.0,40.181,-1.644,-0.0,64.92,0.0,19.535,0.0,0.0,0.0,0.0,-5.204,20.193,0.0,14.988,50.01,0.0,-35.022,39.02,0.0,83.02,-7.334,0.0,8.153,8.153,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 09:00:00,1.0,0.294,11745.802,38.536,0.0,42.523,-3.987,-0.0,66.44,0.0,19.763,0.0,0.0,0.0,0.0,-4.154,20.193,0.0,16.038,51.06,0.0,-35.022,39.68,0.0,85.175,-6.487,0.0,15.12,15.12,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 10:00:00,1.0,0.294,11745.802,38.536,0.0,45.021,-6.484,-0.0,65.99,0.0,20.969,0.0,0.0,0.0,0.0,0.0,20.193,0.0,20.193,52.06,0.0,-31.867,40.21,0.0,84.135,-5.574,0.0,21.283,21.283,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 11:00:00,1.0,0.294,11745.802,38.536,0.0,39.429,-0.892,-0.0,64.92,0.0,21.377,0.0,0.0,0.0,0.0,-4.114,20.193,0.0,16.078,51.1,0.0,-35.022,40.38,0.0,83.954,-7.66,0.0,26.578,26.578,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 12:00:00,1.0,0.294,11745.802,38.536,0.0,38.536,0.0,-0.0,63.61,0.0,21.043,0.0,0.0,0.0,0.0,-4.03,20.193,0.0,16.162,50.37,0.0,-34.208,39.79,0.0,83.864,-9.867,0.0,33.856,33.856,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 13:00:00,1.0,0.294,11745.802,38.536,0.0,42.442,-3.906,-0.0,62.66,0.0,20.218,0.0,0.0,0.0,0.0,0.0,20.193,0.0,20.193,49.11,0.0,-28.917,39.13,0.0,84.105,-12.152,0.0,43.229,43.229,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 14:00:00,1.0,0.294,11745.802,38.536,0.0,42.935,-4.399,-0.0,61.56,0.0,18.625,0.0,0.0,0.0,0.0,0.0,20.193,0.0,20.193,47.86,0.0,-27.667,38.84,0.0,84.844,-13.937,0.0,54.773,54.773,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 15:00:00,1.0,0.294,11745.802,38.536,0.0,38.536,0.0,-0.0,61.26,0.0,15.28,0.0,0.0,0.0,0.0,-7.444,20.193,0.0,12.749,47.18,0.0,-34.431,39.73,0.0,84.859,-10.697,0.0,68.014,68.014,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 16:00:00,1.0,0.294,11745.802,38.536,0.0,42.341,-3.804,-0.0,60.91,0.0,11.075,0.0,0.0,0.0,0.0,-7.494,20.193,0.0,12.698,47.72,0.0,-35.022,40.47,0.0,83.306,-4.01,0.0,78.177,78.177,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 17:00:00,1.0,0.294,11745.802,38.536,0.0,44.538,-6.002,-0.0,60.04,0.0,8.137,0.0,0.0,0.0,0.0,-7.364,20.193,0.0,12.828,47.85,0.0,-35.022,40.08,0.0,78.665,2.439,0.0,81.986,81.986,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 18:00:00,1.0,0.294,11745.802,38.536,0.0,44.068,-5.531,-0.0,57.72,0.0,4.308,0.0,0.0,0.0,0.0,-9.344,20.193,0.0,10.848,45.87,0.0,-35.022,39.09,0.0,70.407,9.236,0.0,79.418,79.418,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 19:00:00,1.0,0.752,16975.098,38.536,13.073,46.34,5.27,-0.0,55.64,0.0,2.818,0.0,0.0,0.0,0.0,-6.482,20.193,0.0,13.711,44.83,0.0,-31.119,37.71,0.0,61.184,2.376,0.0,69.695,69.695,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 20:00:00,1.0,0.84,17988.676,38.536,15.607,46.34,7.804,-0.0,53.87,0.0,3.08,0.0,0.0,0.0,0.0,-4.45,20.193,0.0,15.743,47.51,0.0,-31.767,36.5,0.0,56.241,4.223,0.0,67.194,67.194,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 21:00:00,1.0,0.84,17988.676,38.536,15.607,46.34,7.804,-0.0,50.08,0.0,4.075,0.0,0.0,0.0,0.0,0.335,20.193,0.0,20.528,48.57,0.0,-28.042,34.86,0.0,52.79,2.309,0.0,62.749,62.749,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 22:00:00,1.0,0.489,13968.905,38.536,5.558,44.094,0.0,-0.0,47.09,0.0,5.11,0.0,0.0,0.0,0.0,2.114,20.193,0.0,22.307,44.54,0.0,-22.233,31.28,0.0,53.513,0.0,0.0,60.318,60.318,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 23:00:00,1.0,0.294,11745.802,38.536,0.0,38.536,0.0,-0.0,45.26,0.0,6.608,0.0,0.0,0.0,0.0,-0.116,20.193,0.0,20.077,41.33,0.0,-21.253,27.51,0.0,52.277,-3.514,0.0,60.318,60.318,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
