,output
cap_baseload_region1,15.920375
gen_baseload_region1,410344.60133820004
cap_peaking_region1,6.5530503
gen_peaking_region1,109350.99996734
cap_transmission_region1_region2,22.47342
cap_transmission_region1_region5,0.0
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1508781.54
cap_wind_region2,83.755453
gen_wind_region2,886140.3496838699
cap_storage_energy_region2,676.38191
cap_storage_power_region2,100.0
cap_transmission_region2_region3,25.197535
cap_baseload_region3,48.071064
gen_baseload_region3,1181933.09333954
cap_peaking_region3,49.516471
gen_peaking_region3,412705.49015387
cap_transmission_region3_region4,76.55
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1411936.85
cap_transmission_region4_region5,10.93
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,985412.63
cap_wind_region5,68.090258
gen_wind_region5,756447.1885178
cap_storage_energy_region5,2246.055
cap_storage_power_region5,100.0
cap_transmission_region5_region6,19.647053
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,19.647065
gen_peaking_region6,160093.1145679004
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,63.991439
cap_peaking_total,75.7165863
cap_wind_total,151.84571084464247
cap_storage_energy_total,2922.43715585588
cap_storage_power_total,300.0
cap_transmission_total,154.7980132113943
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1592277.6946783157
gen_peaking_total,682149.6046891104
gen_wind_total,1642587.5370936317
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3906131.02
emissions_total,591315388.0001152
cost_install,181870.67212210558
cost_operate,31848.44347407022
cost_total,213719.1155961758
num_ts,720.0
sum_ts_weights,26328.0
solution_time,35.550206
