,output
cap_baseload_region1,31.441249
gen_baseload_region1,824374.524405
cap_peaking_region1,4.8618901
gen_peaking_region1,74911.53064938
cap_transmission_region1_region2,35.518074
cap_transmission_region1_region5,0.78509013
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1502285.2999999998
cap_wind_region2,54.768657
gen_wind_region2,534340.41380975
cap_storage_energy_region2,489.49537
cap_storage_power_region2,100.0
cap_transmission_region2_region3,18.557537
cap_baseload_region3,44.612537
gen_baseload_region3,1108503.3242226
cap_peaking_region3,43.415595
gen_peaking_region3,388231.16514049005
cap_transmission_region3_region4,75.285
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1426177.82
cap_transmission_region4_region5,10.875
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,981218.52
cap_wind_region5,79.714889
gen_wind_region5,897877.3082775001
cap_storage_energy_region5,1857.8904
cap_storage_power_region5,100.0
cap_transmission_region5_region6,12.91322
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,12.91322
gen_peaking_region6,91541.4176564702
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,76.053786
cap_peaking_total,61.19070510000001
cap_wind_total,134.48354403725
cap_storage_energy_total,2347.3859474474098
cap_storage_power_total,300.0
cap_transmission_total,153.93392107126456
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1932877.848532279
gen_peaking_total,554684.1134463402
gen_wind_total,1432217.6967004773
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3909681.64
emissions_total,608449218.9809347
cost_install,181256.94900539337
cost_operate,29089.830038607477
cost_total,210346.77904400084
num_ts,720.0
sum_ts_weights,26328.0
solution_time,847.061284
