,output
cap_baseload_region1,7.3788617
gen_baseload_region1,187936.871234663
cap_peaking_region1,18.094707
gen_peaking_region1,200115.341787233
cap_transmission_region1_region2,17.622012
cap_transmission_region1_region5,10.24312
cap_transmission_region1_region6,0.0
peak_unmet_region2,24.831924
gen_unmet_region2,1265.909428233
demand_region2,1466877.84
cap_wind_region2,82.487432
gen_wind_region2,836130.2538024909
cap_storage_energy_region2,566.57733
cap_storage_power_region2,100.0
cap_transmission_region2_region3,30.434605
cap_baseload_region3,37.499377
gen_baseload_region3,932666.4112337299
cap_peaking_region3,56.720228
gen_peaking_region3,585596.0672345968
cap_transmission_region3_region4,69.925
peak_unmet_region4,19.68
gen_unmet_region4,1708.24254627
demand_region4,1448941.8299999998
cap_transmission_region4_region5,11.435
peak_unmet_region5,25.620879
gen_unmet_region5,1475.209124044
demand_region5,990823.285
cap_wind_region5,101.70436
gen_wind_region5,1183609.93518809
cap_storage_energy_region5,1989.4503
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,44.87833870000001
cap_peaking_total,74.815035
cap_wind_total,184.191892
cap_storage_energy_total,2556.0277300000002
cap_storage_power_total,300.0
cap_transmission_total,139.659937
peak_unmet_total,70.132803
peak_unmet_systemwide,62.958546999999996
gen_baseload_total,1120605.189168393
gen_peaking_total,785711.6467842878
gen_wind_total,2019740.6604427167
gen_solar_total,0.0
gen_unmet_total,4449.361098547
demand_total,3906642.955
cost_install,0.0
cost_operate,59811.64990871215
cost_total,59811.64990871215
num_ts,26328.0
sum_ts_weights,26328.0
solution_time,473.456962
