,ts_weight,generation_cost,emissions,gen_baseload_region1,gen_peaking_region1,transmission_region1_region2,transmission_region1_region5,transmission_region1_region6,demand_region2,gen_unmet_region2,gen_wind_region2,gen_storage_region2,level_storage_interday_region2,level_storage_intraday_region2,level_storage_region2,transmission_region2_region3,gen_baseload_region3,gen_peaking_region3,transmission_region3_region4,demand_region4,gen_unmet_region4,transmission_region4_region5,demand_region5,gen_unmet_region5,gen_wind_region5,gen_storage_region5,level_storage_interday_region5,level_storage_intraday_region5,level_storage_region5,transmission_region5_region6,gen_baseload_region6,gen_peaking_region6,gen_wind_region6,gen_storage_region6,level_storage_interday_region6,level_storage_intraday_region6,level_storage_region6
2020-07-01 00:00:00,1.0,0.354,14132.72,27.548,0.0,20.537,7.011,-0.0,42.58,0.0,18.101,0.0,0.0,0.0,0.0,-3.941,43.115,0.0,39.174,38.64,0.0,0.534,27.57,0.0,95.865,-75.84,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 01:00:00,1.0,0.354,14132.72,27.548,0.0,20.537,7.011,-0.0,42.49,0.0,21.614,0.0,0.0,0.0,0.0,-0.338,43.115,0.0,42.777,36.34,0.0,6.437,25.73,0.0,93.266,-80.984,0.0,72.052,72.052,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 02:00:00,1.0,0.354,14132.72,27.548,0.0,20.537,7.011,-0.0,43.14,0.0,23.641,0.0,0.0,0.0,0.0,1.039,43.115,0.0,44.154,35.57,0.0,8.584,24.84,0.0,86.282,-77.037,0.0,148.99,148.99,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 03:00:00,1.0,0.354,14132.72,27.548,0.0,20.537,7.011,-0.0,45.08,0.0,26.159,0.0,0.0,0.0,0.0,1.616,43.115,0.0,44.731,36.46,0.0,8.271,24.39,0.0,75.105,-65.998,0.0,222.178,222.178,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 04:00:00,1.0,0.354,14132.72,27.548,0.0,20.537,7.011,-0.0,50.94,0.0,28.681,0.0,0.0,0.0,0.0,-1.721,43.115,0.0,41.394,38.46,0.0,2.934,24.89,0.0,63.671,-48.726,0.0,284.877,284.877,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 05:00:00,1.0,0.354,14132.72,27.548,0.0,25.094,2.454,-0.0,56.27,0.0,29.971,0.0,0.0,0.0,0.0,-1.205,43.115,0.0,41.91,41.91,0.0,0.0,29.34,0.0,58.773,-31.887,0.0,331.166,331.166,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 06:00:00,1.0,0.354,14132.72,27.548,0.0,27.549,0.0,-0.0,59.64,0.0,31.163,0.0,0.0,0.0,0.0,-0.929,43.115,0.0,42.186,45.18,0.0,-2.994,34.8,0.0,60.334,-22.541,0.0,361.458,361.458,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 07:00:00,1.0,0.354,14132.72,27.548,0.0,24.452,3.097,-0.0,61.34,0.0,36.888,0.0,0.0,0.0,0.0,0.0,43.115,0.0,43.115,47.64,0.0,-4.525,38.59,0.0,67.019,-27.001,0.0,382.869,382.869,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 08:00:00,1.0,0.354,14132.72,27.548,0.0,20.537,7.011,-0.0,63.16,0.0,44.75,0.0,0.0,0.0,0.0,2.127,43.115,0.0,45.242,49.05,0.0,-3.808,40.47,0.0,69.789,-32.523,0.0,408.518,408.518,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 09:00:00,1.0,0.354,14132.72,27.548,0.0,20.537,7.011,-0.0,64.68,0.0,49.723,0.0,0.0,0.0,0.0,5.58,43.115,0.0,48.695,50.1,0.0,-1.405,41.13,0.0,71.18,-35.656,0.0,439.412,439.412,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 10:00:00,1.0,0.354,14132.72,27.548,0.0,20.537,7.011,-0.0,64.23,0.0,50.476,0.0,0.0,0.0,0.0,6.783,43.115,0.0,49.898,51.09,0.0,-1.192,41.66,0.0,71.105,-35.265,0.0,473.283,473.283,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
