,ts_weight,generation_cost,emissions,gen_baseload_region1,gen_peaking_region1,transmission_region1_region2,transmission_region1_region5,transmission_region1_region6,demand_region2,gen_unmet_region2,gen_wind_region2,gen_storage_region2,level_storage_interday_region2,level_storage_intraday_region2,level_storage_region2,transmission_region2_region3,gen_baseload_region3,gen_peaking_region3,transmission_region3_region4,demand_region4,gen_unmet_region4,transmission_region4_region5,demand_region5,gen_unmet_region5,gen_wind_region5,gen_storage_region5,level_storage_interday_region5,level_storage_intraday_region5,level_storage_region5,transmission_region5_region6,gen_baseload_region6,gen_peaking_region6,gen_wind_region6,gen_storage_region6,level_storage_interday_region6,level_storage_intraday_region6,level_storage_region6
2020-07-01 00:00:00,1.0,0.281,11227.267,14.476,0.0,26.629,-12.153,-0.0,42.96,0.0,3.506,0.0,0.0,0.0,0.0,-12.825,41.66,0.0,28.835,39.3,0.0,-10.465,26.4,0.0,56.183,-7.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 01:00:00,1.0,0.281,11227.267,14.476,0.0,25.333,-10.856,-0.0,42.88,0.0,4.434,-2.011,0.0,0.0,0.0,-15.125,41.66,0.0,26.535,37.0,0.0,-10.465,24.56,0.0,56.32,-10.438,0.0,6.807,6.807,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 02:00:00,1.0,0.281,11227.267,14.476,0.0,31.024,-16.548,-0.0,43.52,0.0,5.933,-9.332,0.0,1.911,1.911,-15.895,41.66,0.0,25.765,36.23,0.0,-10.465,23.68,0.0,55.669,-4.976,0.0,16.724,16.724,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 03:00:00,1.0,0.281,11227.267,14.476,0.0,31.024,-16.548,-0.0,45.46,0.0,7.314,-7.873,0.0,10.777,10.777,-14.995,41.66,0.0,26.665,37.13,0.0,-10.465,23.23,0.0,54.995,-4.752,0.0,21.452,21.452,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 04:00:00,1.0,0.281,11227.267,14.476,0.0,31.024,-16.548,-0.0,51.32,0.0,10.383,-3.092,0.0,18.257,18.257,-13.005,41.66,0.0,28.655,39.12,0.0,-10.465,23.73,0.0,51.467,-0.724,0.0,25.966,25.966,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 05:00:00,1.0,0.282,11240.935,14.476,0.034,31.058,-16.548,-0.0,56.66,0.0,12.023,4.024,0.0,21.194,21.194,-9.555,41.66,0.0,32.105,42.57,0.0,-10.465,28.17,0.0,51.501,3.682,0.0,26.654,26.654,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 06:00:00,1.0,0.282,11240.935,14.476,0.034,31.058,-16.548,-0.0,60.02,0.0,11.796,10.89,0.0,16.959,16.959,-6.275,41.66,0.0,35.385,45.85,0.0,-10.465,33.63,0.0,49.012,11.631,0.0,22.778,22.778,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 07:00:00,1.0,0.605,14933.232,14.476,0.034,31.058,-16.548,-0.0,61.73,0.0,12.395,5.221,0.0,5.495,5.495,-13.056,41.66,9.231,37.835,48.3,0.0,-10.465,37.42,0.0,54.424,10.009,0.0,10.535,10.535,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 08:00:00,1.0,1.08,20358.391,14.476,7.698,31.058,-8.884,-0.0,63.55,0.0,14.946,0.0,0.0,0.0,0.0,-17.545,41.66,15.13,39.245,49.71,0.0,-10.465,39.3,0.0,58.649,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 09:00:00,1.0,1.08,20352.065,14.476,10.025,31.058,-6.557,-0.0,65.06,0.0,19.849,0.0,0.0,0.0,0.0,-14.152,41.66,12.787,40.295,50.76,0.0,-10.465,39.96,0.0,56.982,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 10:00:00,1.0,1.016,19628.369,14.476,11.857,31.058,-4.725,-0.0,64.61,0.0,24.04,0.0,0.0,0.0,0.0,-9.511,41.66,9.146,41.295,51.76,0.0,-10.465,40.49,0.0,55.68,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 11:00:00,1.0,0.822,17402.995,14.476,10.519,31.058,-6.063,-0.0,63.55,0.0,26.247,0.0,0.0,0.0,0.0,-6.245,41.66,4.92,40.335,50.8,0.0,-10.465,40.66,0.0,57.188,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 12:00:00,1.0,0.601,14887.518,14.476,6.593,31.058,-9.989,-0.0,62.23,0.0,26.559,0.0,0.0,0.0,0.0,-4.612,41.66,2.557,39.605,50.07,0.0,-10.465,40.08,0.0,60.534,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 13:00:00,1.0,0.44,13045.337,14.476,1.96,31.058,-14.623,-0.0,61.28,0.0,24.321,0.0,0.0,0.0,0.0,-5.901,41.66,2.586,38.345,48.81,0.0,-10.465,39.42,0.0,64.507,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
