,ts_weight,generation_cost,emissions,gen_baseload_region1,gen_peaking_region1,transmission_region1_region2,transmission_region1_region5,transmission_region1_region6,demand_region2,gen_unmet_region2,gen_wind_region2,gen_storage_region2,level_storage_interday_region2,level_storage_intraday_region2,level_storage_region2,transmission_region2_region3,gen_baseload_region3,gen_peaking_region3,transmission_region3_region4,demand_region4,gen_unmet_region4,transmission_region4_region5,demand_region5,gen_unmet_region5,gen_wind_region5,gen_storage_region5,level_storage_interday_region5,level_storage_intraday_region5,level_storage_region5,transmission_region5_region6,gen_baseload_region6,gen_peaking_region6,gen_wind_region6,gen_storage_region6,level_storage_interday_region6,level_storage_intraday_region6,level_storage_region6
2020-07-01 00:00:00,1.0,0.315,12596.04,33.017,0.0,25.255,7.763,0.0,43.13,0.0,9.667,-1.793,0.0,0.0,0.0,-10.001,29.963,0.0,19.962,38.64,0.0,-18.678,27.57,0.0,60.389,-21.903,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 01:00:00,1.0,0.315,12596.04,33.017,0.0,23.378,9.64,-0.0,43.04,0.0,9.661,0.0,0.0,1.703,1.703,-10.001,29.963,0.0,19.962,36.34,0.0,-16.378,25.73,0.0,57.722,-25.254,0.0,20.809,20.809,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 02:00:00,1.0,0.315,12596.04,33.017,0.0,33.018,0.0,-0.0,43.69,0.0,9.379,0.0,0.0,1.703,1.703,-1.294,29.963,0.0,28.669,35.57,0.0,-6.901,24.84,0.0,55.19,-23.449,0.0,44.801,44.801,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 03:00:00,1.0,0.315,12596.04,33.017,0.0,36.027,-3.009,-0.0,45.63,0.0,9.603,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,36.46,0.0,-6.497,24.39,0.0,53.978,-20.082,0.0,67.079,67.079,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 04:00:00,1.0,0.315,12596.04,33.017,0.0,33.017,0.0,0.0,51.49,0.0,10.873,0.0,0.0,1.703,1.703,-7.599,29.963,0.0,22.364,38.46,0.0,-16.096,24.89,0.0,56.012,-15.025,0.0,86.157,86.157,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 05:00:00,1.0,0.315,12596.04,33.017,0.0,34.015,-0.997,-0.0,56.83,0.0,12.814,0.0,0.0,1.703,1.703,-10.001,29.963,0.0,19.962,41.91,0.0,-21.948,29.34,0.0,61.345,-9.059,0.0,100.431,100.431,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 06:00:00,1.0,0.315,12596.04,33.017,0.0,33.017,0.0,-0.0,60.19,0.0,17.493,0.0,0.0,1.703,1.703,-9.679,29.963,0.0,20.283,45.18,0.0,-24.897,34.8,0.0,68.065,-8.369,0.0,109.037,109.037,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 07:00:00,1.0,0.315,12596.04,33.017,0.0,33.017,0.0,0.0,61.9,0.0,23.387,0.0,0.0,1.703,1.703,-5.495,29.963,0.0,24.467,47.64,0.0,-23.173,38.59,0.0,73.291,-11.528,0.0,116.986,116.986,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 08:00:00,1.0,0.315,12596.04,33.017,0.0,33.018,0.0,-0.0,63.71,0.0,25.739,0.0,0.0,1.703,1.703,-4.954,29.963,0.0,25.009,49.05,0.0,-24.041,40.47,0.0,74.489,-9.978,0.0,127.937,127.937,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 09:00:00,1.0,0.315,12596.04,33.017,0.0,38.588,-5.571,-0.0,65.23,0.0,26.642,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,50.1,0.0,-20.137,41.13,0.0,74.988,-8.15,0.0,137.416,137.416,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 10:00:00,1.0,0.315,12596.04,33.017,0.0,33.018,0.0,-0.0,64.78,0.0,27.131,0.0,0.0,1.703,1.703,-4.631,29.963,0.0,25.331,51.09,0.0,-25.759,41.66,0.0,75.311,-7.892,0.0,145.157,145.157,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 11:00:00,1.0,0.315,12596.04,33.017,0.0,33.017,0.0,-0.0,63.72,0.0,27.341,0.0,0.0,1.703,1.703,-3.362,29.963,0.0,26.601,50.14,0.0,-23.539,41.83,0.0,76.025,-10.656,0.0,152.654,152.654,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 12:00:00,1.0,0.315,12596.04,33.017,0.0,33.017,0.0,-0.0,62.4,0.0,27.455,0.0,0.0,1.703,1.703,-1.928,29.963,0.0,28.035,49.41,0.0,-21.375,41.25,0.0,76.994,-14.369,0.0,162.776,162.776,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 13:00:00,1.0,0.315,12596.04,33.017,0.0,33.017,0.0,-0.0,61.45,0.0,27.498,0.0,0.0,1.703,1.703,-0.934,29.963,0.0,29.028,48.15,0.0,-19.122,40.59,0.0,78.462,-18.751,0.0,176.426,176.426,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 14:00:00,1.0,0.315,12596.04,33.017,0.0,32.974,0.043,0.0,60.35,0.0,27.376,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,46.9,0.0,-16.937,40.29,0.0,81.466,-24.282,0.0,194.238,194.238,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 15:00:00,1.0,0.316,12596.04,33.017,0.0,32.895,0.122,-0.0,60.05,0.0,27.155,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,46.22,0.0,-16.257,41.19,0.0,84.873,-27.548,0.0,217.305,217.305,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 16:00:00,1.0,0.316,12596.04,33.017,0.0,33.431,-0.414,-0.0,59.7,0.0,26.269,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,46.76,0.0,-16.797,41.92,0.0,84.967,-25.836,0.0,243.475,243.475,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 17:00:00,1.0,0.315,12596.04,33.017,0.0,33.018,0.0,-0.0,58.83,0.0,22.178,0.0,0.0,1.703,1.703,-3.634,29.963,0.0,26.328,46.89,0.0,-20.562,41.53,0.0,81.142,-19.051,0.0,268.018,268.018,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 18:00:00,1.0,0.315,12596.04,33.017,0.0,33.018,0.0,-0.0,56.52,0.0,13.577,0.0,0.0,1.703,1.703,-9.925,29.963,0.0,20.037,44.91,0.0,-24.873,40.54,0.0,74.664,-9.252,0.0,286.114,286.114,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 19:00:00,1.0,0.315,12596.04,33.017,0.0,37.69,-4.672,-0.0,54.43,0.0,6.739,0.0,0.0,1.703,1.703,-10.001,29.963,0.0,19.962,43.86,0.0,-23.898,39.16,0.0,60.254,7.476,0.0,294.901,294.901,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 20:00:00,1.0,0.315,12596.04,33.017,0.0,37.983,-4.965,-0.0,52.66,0.0,4.676,0.0,0.0,1.703,1.703,-10.001,29.963,0.0,19.962,46.55,0.0,-26.588,37.95,0.0,47.797,21.707,0.0,287.029,287.029,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 21:00:00,1.0,0.315,12596.04,33.017,0.0,33.147,-0.129,-0.0,48.87,0.0,5.722,0.0,0.0,1.703,1.703,-10.001,29.963,0.0,19.962,47.61,0.0,-27.648,36.31,0.0,44.874,19.213,0.0,264.178,264.178,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 22:00:00,1.0,0.315,12596.04,33.017,0.0,33.018,0.0,-0.0,45.88,0.0,6.719,0.0,0.0,1.703,1.703,-6.144,29.963,0.0,23.819,43.58,0.0,-19.761,32.73,0.0,51.392,1.099,0.0,243.952,243.952,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 23:00:00,1.0,0.315,12596.04,33.017,0.0,33.018,0.0,-0.0,44.05,0.0,7.674,0.0,0.0,1.703,1.703,-3.358,29.963,0.0,26.605,40.37,0.0,-13.765,28.96,0.0,53.143,-10.418,0.0,242.793,242.793,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 00:00:00,1.0,0.315,12596.04,33.017,0.0,36.049,-3.032,-0.0,45.23,0.0,9.181,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,41.6,0.0,-11.637,27.56,0.0,52.039,-9.81,0.0,252.688,252.688,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 01:00:00,1.0,0.315,12596.04,33.017,0.0,24.587,8.43,-0.0,45.15,0.0,10.562,0.0,0.0,1.703,1.703,-10.001,29.963,0.0,19.962,39.29,0.0,-19.328,25.73,0.0,48.82,-12.192,0.0,262.005,262.005,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 02:00:00,1.0,0.315,12596.04,33.017,0.0,33.983,-0.965,-0.0,45.8,0.0,11.817,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,38.52,0.0,-8.557,24.84,0.0,45.871,-11.508,0.0,273.586,273.586,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-02 03:00:00,1.0,0.315,12596.04,33.017,0.0,25.017,8.0,0.0,47.73,0.0,12.712,0.0,0.0,1.703,1.703,-10.001,29.963,0.0,19.962,39.42,0.0,-19.458,24.39,0.0,44.16,-8.312,0.0,284.516,284.516,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-02 04:00:00,1.0,0.315,12596.04,33.017,0.0,29.234,3.784,-0.0,53.59,0.0,14.355,0.0,0.0,1.703,1.703,-10.001,29.963,0.0,19.962,41.41,0.0,-21.448,24.89,0.0,42.1,0.455,0.0,292.411,292.411,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 05:00:00,1.0,0.315,12596.04,33.017,0.0,33.018,0.0,-0.0,58.93,0.0,17.412,0.0,0.0,1.703,1.703,-8.501,29.963,0.0,21.462,44.86,0.0,-23.398,29.33,0.0,44.308,8.42,0.0,291.929,291.929,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 06:00:00,1.0,0.315,12596.04,33.017,0.0,28.606,4.412,-0.0,62.3,0.0,23.693,0.0,0.0,1.703,1.703,-10.001,29.963,0.0,19.962,48.14,0.0,-28.178,34.79,0.0,48.012,10.545,0.0,283.064,283.064,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 07:00:00,1.0,0.315,12596.04,33.017,0.0,33.018,0.0,-0.0,64.0,0.0,25.698,0.0,0.0,1.703,1.703,-5.285,29.963,0.0,24.678,50.59,0.0,-25.912,38.58,0.0,49.722,14.77,0.0,271.962,271.962,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 08:00:00,1.0,0.315,12596.04,33.017,0.0,33.018,0.0,-0.0,65.82,0.0,26.208,0.0,0.0,1.703,1.703,-6.595,29.963,0.0,23.368,52.0,0.0,-28.632,40.46,0.0,47.675,21.417,0.0,256.413,256.413,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 09:00:00,1.0,0.315,12596.04,33.017,0.0,34.451,-1.433,-0.0,67.33,0.0,26.211,0.0,0.0,1.703,1.703,-6.669,29.963,0.0,23.294,53.05,0.0,-29.756,41.12,0.0,43.164,29.146,0.0,233.868,233.868,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 10:00:00,1.0,0.315,12596.04,33.017,0.0,35.193,-2.175,-0.0,66.88,0.0,26.018,0.0,0.0,1.703,1.703,-5.669,29.963,0.0,24.294,54.05,0.0,-29.756,41.65,0.0,36.955,36.626,0.0,203.187,203.187,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 11:00:00,1.0,0.315,12596.04,33.017,0.0,40.014,-6.997,-0.0,65.82,0.0,25.806,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,53.09,0.0,-23.127,41.82,0.0,33.198,38.747,0.0,164.633,164.633,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 12:00:00,1.0,0.315,12596.04,33.017,0.0,31.663,1.354,-0.0,64.51,0.0,25.488,0.0,0.0,1.703,1.703,-7.359,29.963,0.0,22.604,52.36,0.0,-29.756,41.24,0.0,34.329,35.313,0.0,123.848,123.848,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 13:00:00,1.0,0.315,12596.04,33.017,0.0,29.97,3.047,-0.0,63.55,0.0,24.961,0.0,0.0,1.703,1.703,-8.619,29.963,0.0,21.344,51.1,0.0,-29.756,40.58,0.0,40.147,27.142,0.0,86.677,86.677,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 14:00:00,1.0,0.315,12596.04,33.017,0.0,38.244,-5.226,-0.0,62.45,0.0,24.206,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,49.86,0.0,-19.897,40.29,0.0,45.763,19.651,0.0,58.107,58.107,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 15:00:00,1.0,0.577,15590.643,33.017,7.487,39.072,1.432,-0.0,62.15,0.0,23.078,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,49.17,0.0,-19.207,41.18,0.0,49.238,9.717,0.0,37.423,37.423,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 16:00:00,1.0,0.823,18393.978,33.017,14.495,40.816,6.696,-0.0,61.8,0.0,20.984,0.0,0.0,1.703,1.703,0.0,29.963,0.0,29.963,49.71,0.0,-19.747,41.91,0.0,54.961,0.0,0.0,27.194,27.194,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 17:00:00,1.0,0.896,19227.717,33.017,16.579,43.019,6.578,-0.0,60.94,0.0,15.611,0.0,0.0,1.703,1.703,-2.31,29.963,0.0,27.652,49.84,0.0,-22.188,41.52,0.0,57.13,0.0,0.0,27.194,27.194,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 18:00:00,1.0,1.015,20596.905,33.017,20.002,43.019,10.001,-0.0,58.62,0.0,7.368,0.0,0.0,1.703,1.703,-8.233,29.963,0.0,21.73,47.86,0.0,-26.13,40.53,0.0,54.086,2.573,0.0,27.194,27.194,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 19:00:00,1.0,1.015,20596.91,33.017,20.002,43.019,10.001,-0.0,56.53,0.0,2.112,1.398,0.0,1.703,1.703,-10.001,29.963,0.0,19.962,46.82,0.0,-26.858,39.15,0.0,44.915,11.093,0.0,24.485,24.485,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 20:00:00,1.0,1.015,20596.912,33.017,20.002,43.019,10.001,-0.0,54.76,0.0,1.521,0.219,0.0,0.231,0.231,-10.001,29.963,0.0,19.962,49.51,0.0,-29.548,37.94,0.0,45.319,12.169,0.0,12.809,12.809,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 21:00:00,1.0,0.998,20402.204,33.017,19.515,42.532,10.001,-0.0,50.97,0.0,1.801,0.0,0.0,0.0,0.0,-6.638,29.963,0.0,23.325,50.56,0.0,-27.235,36.3,0.0,53.534,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 22:00:00,1.0,0.534,15091.974,33.017,6.24,43.019,-3.761,-0.0,47.98,0.0,2.241,0.0,0.0,0.0,0.0,-2.721,29.963,0.0,27.242,46.53,0.0,-19.288,32.72,0.0,55.769,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 23:00:00,1.0,0.315,12596.04,33.017,0.0,33.432,-0.414,-0.0,46.16,0.0,2.727,0.0,0.0,0.0,0.0,-10.001,29.963,0.0,19.962,43.32,0.0,-23.358,28.96,0.0,58.113,-5.38,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 00:00:00,1.0,0.315,12596.04,33.017,0.0,43.019,-10.001,-0.0,44.88,0.0,3.179,-11.318,0.0,0.0,0.0,-10.001,29.963,0.0,19.962,40.04,0.0,-20.078,28.05,0.0,64.443,-6.313,0.0,5.111,5.111,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 01:00:00,1.0,0.315,12596.04,33.017,0.0,43.019,-10.001,-0.0,44.79,0.0,3.473,-11.703,0.0,10.753,10.753,-10.001,29.963,0.0,19.962,37.73,0.0,-17.768,26.21,0.0,73.506,-19.527,0.0,11.109,11.109,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 02:00:00,1.0,0.315,12596.04,33.017,0.0,43.019,-10.001,-0.0,45.44,0.0,3.718,-11.297,0.0,21.87,21.87,-10.001,29.963,0.0,19.962,36.96,0.0,-16.998,25.33,0.0,79.674,-27.345,0.0,29.66,29.66,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 03:00:00,1.0,0.315,12596.04,33.017,0.0,43.019,-10.001,-0.0,47.38,0.0,3.671,-9.311,0.0,32.603,32.603,-10.001,29.963,0.0,19.962,37.86,0.0,-17.898,24.88,0.0,84.684,-31.905,0.0,55.639,55.639,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 04:00:00,1.0,0.315,12596.04,33.017,0.0,43.019,-10.001,-0.0,53.24,0.0,4.851,-4.631,0.0,41.448,41.448,-10.001,29.963,0.0,19.962,39.85,0.0,-19.888,25.38,0.0,91.661,-36.391,0.0,85.95,85.95,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-03 05:00:00,1.0,0.316,12596.04,33.017,0.0,42.321,-9.303,-0.0,58.58,0.0,6.258,0.0,0.0,45.847,45.847,-10.001,29.963,0.0,19.962,43.3,0.0,-23.338,29.82,0.0,101.519,-39.057,0.0,120.523,120.523,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 06:00:00,1.0,0.316,12596.04,33.017,0.0,43.019,-10.001,-0.0,61.94,0.0,7.832,1.089,0.0,45.846,45.846,-10.001,29.963,0.0,19.962,46.58,0.0,-26.618,35.28,0.0,112.387,-40.488,0.0,157.628,157.628,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 07:00:00,1.0,0.316,12596.04,33.017,0.0,43.019,-10.001,-0.0,63.65,0.0,12.54,-1.91,0.0,44.7,44.7,-10.001,29.963,0.0,19.962,49.03,0.0,-29.068,39.07,0.0,118.205,-40.066,0.0,196.092,196.092,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 08:00:00,1.0,0.316,12596.04,33.017,0.0,40.417,-7.4,-0.0,65.47,0.0,15.774,0.0,0.0,46.514,46.514,-9.279,29.963,0.0,20.684,50.44,0.0,-29.756,40.95,0.0,121.653,-43.547,0.0,234.154,234.154,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 09:00:00,1.0,0.316,12596.04,33.017,0.0,43.019,-10.001,-0.0,66.98,0.0,18.009,0.0,0.0,46.513,46.513,-5.953,29.963,0.0,24.01,51.49,0.0,-27.48,41.61,0.0,122.434,-43.343,0.0,275.524,275.524,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 10:00:00,1.0,0.316,12596.04,33.017,0.0,43.019,-10.001,-0.0,66.53,0.0,19.026,0.0,0.0,46.513,46.513,-4.486,29.963,0.0,25.477,52.49,0.0,-27.013,42.14,0.0,120.401,-41.246,0.0,316.7,316.7,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-03 11:00:00,1.0,0.316,12596.04,33.017,0.0,43.019,-10.001,-0.0,65.47,0.0,19.565,0.0,0.0,46.512,46.512,-2.887,29.963,0.0,27.076,51.53,0.0,-24.454,42.31,0.0,120.616,-43.851,0.0,355.883,355.883,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-03 12:00:00,1.0,0.316,12596.04,33.017,0.0,43.019,-10.001,-0.0,64.15,0.0,19.533,0.0,0.0,46.512,46.512,-1.599,29.963,0.0,28.364,50.8,0.0,-22.436,41.73,0.0,120.737,-46.57,0.0,397.54,397.54,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-03 13:00:00,1.0,0.316,12596.04,33.017,0.0,43.019,-10.001,-0.0,63.2,0.0,18.761,-8.58,0.0,46.511,46.511,-10.001,29.963,0.0,19.962,49.54,0.0,-29.578,41.07,0.0,119.377,-38.728,0.0,441.779,441.779,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-03 14:00:00,1.0,0.316,12596.04,33.017,0.0,43.019,-10.001,-0.0,62.1,0.0,17.671,-8.59,0.0,54.662,54.662,-10.001,29.963,0.0,19.962,48.3,0.0,-28.338,40.77,0.0,118.286,-39.177,0.0,478.568,478.568,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
