,output
cap_baseload_region1,19.617904
gen_baseload_region1,491486.4976114951
cap_peaking_region1,10.129224
gen_peaking_region1,93493.047741309
cap_transmission_region1_region2,24.68252
cap_transmission_region1_region5,5.0646078
cap_transmission_region1_region6,0.0
peak_unmet_region2,21.244581
gen_unmet_region2,927.63589644
demand_region2,1465198.27
cap_wind_region2,78.436245
gen_wind_region2,786850.4202241859
cap_storage_energy_region2,654.37336
cap_storage_power_region2,100.0
cap_transmission_region2_region3,23.96387
cap_baseload_region3,36.029449
gen_baseload_region3,893165.0706552479
cap_peaking_region3,62.146717
gen_peaking_region3,444357.5819529836
cap_transmission_region3_region4,74.547704
peak_unmet_region4,26.554592
gen_unmet_region4,1515.5371191000002
demand_region4,1426314.8450000002
cap_transmission_region4_region5,14.372296
peak_unmet_region5,27.821457
gen_unmet_region5,1283.2204457799999
demand_region5,988181.0799999998
cap_wind_region5,102.68123
gen_wind_region5,1191517.91024292
cap_storage_energy_region5,2033.5204
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,55.647453
cap_peaking_total,72.276041
cap_wind_total,181.11757500000002
cap_storage_energy_total,2687.89386
cap_storage_power_total,300.0
cap_transmission_total,142.63119780000002
peak_unmet_total,75.62062999999999
peak_unmet_systemwide,60.26376
gen_baseload_total,1384653.3087651727
gen_peaking_total,537850.6296942926
gen_wind_total,1978368.774362462
gen_solar_total,0.0
gen_unmet_total,3726.39346132
demand_total,3879694.1950000003
cost_install,0.0
cost_operate,48118.54244376236
cost_total,48118.54244376236
num_ts,26304.0
sum_ts_weights,26304.0
solution_time,485.452518
