,output
cap_baseload_region1,44.207082
gen_baseload_region1,1156083.225348
cap_peaking_region1,3.1891524
gen_peaking_region1,50269.90313802801
cap_transmission_region1_region2,47.396217
cap_transmission_region1_region5,0.0
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1494050.8
cap_wind_region2,24.057863
gen_wind_region2,213294.00041084
cap_storage_energy_region2,787.53478
cap_storage_power_region2,100.0
cap_transmission_region2_region3,8.7315264
cap_baseload_region3,45.855838
gen_baseload_region3,1128222.5202774
cap_peaking_region3,34.45
gen_peaking_region3,312156.7896199
cap_transmission_region3_region4,71.574312
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1415610.18
cap_transmission_region4_region5,17.345688
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,977516.18
cap_wind_region5,94.337864
gen_wind_region5,1015369.842525
cap_storage_energy_region5,3315.3745
cap_storage_power_region5,100.0
cap_transmission_region5_region6,3.2498933
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,3.2498953
gen_peaking_region6,29400.66173056
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,90.06291999999999
cap_peaking_total,40.8890477
cap_wind_total,118.395727
cap_storage_energy_total,4102.90980322367
cap_storage_power_total,300.0
cap_transmission_total,148.29764580624817
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,2284305.7455820977
gen_peaking_total,391827.354488488
gen_wind_total,1228663.8330539137
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3887177.16
emissions_total,613592095.9913415
cost_install,186237.72225439007
cost_operate,25146.693456044653
cost_total,211384.41571043473
num_ts,720.0
sum_ts_weights,26304.0
solution_time,74.709543
