,output
cap_baseload_region1,31.254121
gen_baseload_region1,814834.6057047121
cap_peaking_region1,1.4600903
gen_peaking_region1,11884.706180176001
cap_transmission_region1_region2,32.714187
cap_transmission_region1_region5,0.0
cap_transmission_region1_region6,0.0
peak_unmet_region2,27.942975
gen_unmet_region2,722.55180797
demand_region2,1465198.27
cap_wind_region2,52.059491
gen_wind_region2,522246.218822685
cap_storage_energy_region2,1584.9364
cap_storage_power_region2,100.0
cap_transmission_region2_region3,16.34984
cap_baseload_region3,50.24
gen_baseload_region3,1233849.3397348
cap_peaking_region3,36.25968
gen_peaking_region3,151000.26903960743
cap_transmission_region3_region4,76.67016
peak_unmet_region4,22.30968
gen_unmet_region4,628.7694940399999
demand_region4,1426314.8450000002
cap_transmission_region4_region5,12.24984
peak_unmet_region5,24.16811
gen_unmet_region5,526.58652035
demand_region5,988181.0799999998
cap_wind_region5,107.68731
gen_wind_region5,1164891.26522635
cap_storage_energy_region5,3533.4445
cap_storage_power_region5,100.0
cap_transmission_region5_region6,3.0256612
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,3.0256634
gen_peaking_region6,10540.220196232
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,81.49422100000001
cap_peaking_total,40.7454337
cap_wind_total,159.746901
cap_storage_energy_total,5118.381
cap_storage_power_total,300.0
cap_transmission_total,141.0098882
peak_unmet_total,74.420765
peak_unmet_systemwide,66.250765
gen_baseload_total,2048685.1342395118
gen_peaking_total,173425.19541601543
gen_wind_total,1687137.778305025
gen_solar_total,0.0
gen_unmet_total,1877.90782236
demand_total,3879694.1950000003
cost_install,0.0
cost_operate,27592.67457471534
cost_total,27592.67457471534
num_ts,26304.0
sum_ts_weights,26304.0
solution_time,518.252113
