,output
cap_baseload_region1,29.149266
gen_baseload_region1,764933.5583741001
cap_peaking_region1,4.2206057
gen_peaking_region1,51757.67904177299
cap_transmission_region1_region2,33.369868
cap_transmission_region1_region5,0.0
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1465198.27
cap_wind_region2,47.774744
gen_wind_region2,479262.838134598
cap_storage_energy_region2,1291.972
cap_storage_power_region2,100.0
cap_transmission_region2_region3,17.6
cap_baseload_region3,49.545
gen_baseload_region3,1263621.06181224
cap_peaking_region3,42.69
gen_peaking_region3,241724.55014017178
cap_transmission_region3_region4,74.635
peak_unmet_region4,24.94
gen_unmet_region4,542.51348
demand_region4,1426314.8450000002
cap_transmission_region4_region5,12.845
peak_unmet_region5,16.755935
gen_unmet_region5,377.98487217999997
demand_region5,988181.0799999998
cap_wind_region5,88.671936
gen_wind_region5,1052309.27514433
cap_storage_energy_region5,2327.2842
cap_storage_power_region5,100.0
cap_transmission_region5_region6,11.372123
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,11.372128
gen_peaking_region6,49816.6111745106
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,78.694366
cap_peaking_total,58.282733699999994
cap_wind_total,136.44678000000002
cap_storage_energy_total,3619.2563
cap_storage_power_total,300.0
cap_transmission_total,149.822191
peak_unmet_total,41.695935000000006
peak_unmet_systemwide,32.681668900000005
gen_baseload_total,2028556.39718634
gen_peaking_total,343298.84035645536
gen_wind_total,1531572.5672570744
gen_solar_total,0.0
gen_unmet_total,920.49835218
demand_total,3879694.1950000003
cost_install,0.0
cost_operate,27693.087203079504
cost_total,27693.087203079504
num_ts,26304.0
sum_ts_weights,26304.0
solution_time,969.445012
