,output
cap_baseload_region1,27.548498
gen_baseload_region1,713740.3120931999
cap_peaking_region1,14.543256
gen_peaking_region1,112986.73140334248
cap_transmission_region1_region2,35.080619
cap_transmission_region1_region5,7.0111342
cap_transmission_region1_region6,0.0
peak_unmet_region2,17.427953
gen_unmet_region2,729.7238054500001
demand_region2,1465198.27
cap_wind_region2,51.585067
gen_wind_region2,517486.930206389
cap_storage_energy_region2,447.83959
cap_storage_power_region2,100.0
cap_transmission_region2_region3,17.995
cap_baseload_region3,43.115
gen_baseload_region3,1078148.4047383
cap_peaking_region3,43.31
gen_peaking_region3,265821.7402340835
cap_transmission_region3_region4,68.43
peak_unmet_region4,29.41
gen_unmet_region4,2727.2843273099998
demand_region4,1426314.8450000002
cap_transmission_region4_region5,11.11
peak_unmet_region5,28.959358
gen_unmet_region5,1367.48183848
demand_region5,988181.0799999998
cap_wind_region5,106.95693
gen_wind_region5,1211472.2181885
cap_storage_energy_region5,2326.6555
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,70.66359800000001
cap_peaking_total,57.853356000000005
cap_wind_total,158.542097
cap_storage_energy_total,2774.49519
cap_storage_power_total,300.0
cap_transmission_total,139.62695320000003
peak_unmet_total,75.79731100000001
peak_unmet_systemwide,60.083189
gen_baseload_total,1791890.2744315
gen_peaking_total,378808.47163742594
gen_wind_total,1728959.5416970549
gen_solar_total,0.0
gen_unmet_total,4824.48997124
demand_total,3879694.1950000003
cost_install,0.0
cost_operate,51176.657997599345
cost_total,51176.657997599345
num_ts,26304.0
sum_ts_weights,26304.0
solution_time,604.256389
