,output
cap_baseload_region1,0.0
gen_baseload_region1,0.0
cap_peaking_region1,8.2924514
gen_peaking_region1,98914.9891594609
cap_transmission_region1_region2,4.1462274
cap_transmission_region1_region5,4.146224
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1465198.269884
cap_wind_region2,132.59047
gen_wind_region2,1283728.3563926
cap_storage_energy_region2,720.06038
cap_storage_power_region2,100.0
cap_transmission_region2_region3,33.463831
cap_baseload_region3,35.101803
gen_baseload_region3,846556.4855917
cap_peaking_region3,57.698287
gen_peaking_region3,648870.28315812
cap_transmission_region3_region4,71.005664
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1426314.844664
cap_transmission_region4_region5,8.1843361
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,988181.079712
cap_wind_region5,97.075972
gen_wind_region5,986852.776904
cap_storage_energy_region5,2504.8504
cap_storage_power_region5,100.0
cap_transmission_region5_region6,4.367264
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,4.3672638
gen_peaking_region6,32239.116335494746
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,35.101803
cap_peaking_total,70.3580022
cap_wind_total,229.6664407230759
cap_storage_energy_total,3224.9109177198197
cap_storage_power_total,300.0
cap_transmission_total,125.3135465
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,846556.4855317089
gen_peaking_total,780024.3886530757
gen_wind_total,2270581.0965852384
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3879694.1942600003
emissions_total,481321051.988004
cost_install,170123.09685029034
cost_operate,31545.916300244415
cost_total,201669.01315053477
num_ts,720.0
sum_ts_weights,26304.0
solution_time,82.561105
