,output
cap_baseload_region1,10.611664
gen_baseload_region1,269864.25992840005
cap_peaking_region1,7.953376
gen_peaking_region1,100071.17690411999
cap_transmission_region1_region2,15.92672
cap_transmission_region1_region5,2.6383191
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1491574.955
cap_wind_region2,88.424376
gen_wind_region2,821329.928554551
cap_storage_energy_region2,823.94757
cap_storage_power_region2,100.0
cap_transmission_region2_region3,26.381172
cap_baseload_region3,38.651447
gen_baseload_region3,939241.6106493999
cap_peaking_region3,52.589451
gen_peaking_region3,498184.7928039599
cap_transmission_region3_region4,67.130274
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1423271.75
cap_transmission_region4_region5,24.759726
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,995875.5449999999
cap_wind_region5,117.5109
gen_wind_region5,1300673.75168149
cap_storage_energy_region5,1040.5824
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,49.263110902965
cap_peaking_total,60.5428298184442
cap_wind_total,205.93527248908578
cap_storage_energy_total,1864.530035365268
cap_storage_power_total,300.0
cap_transmission_total,136.83621107652047
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1209105.8685698581
gen_peaking_total,598255.9846908784
gen_wind_total,2122003.6074165027
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3910722.25
emissions_total,481123568.59153116
cost_install,171941.89485415994
cost_operate,26997.317085083923
cost_total,198939.21193924386
num_ts,720.0
sum_ts_weights,26304.0
solution_time,36.041433
