,output
cap_baseload_region1,33.017463
gen_baseload_region1,865262.9722510001
cap_peaking_region1,20.002197
gen_peaking_region1,200762.35960397567
cap_transmission_region1_region2,43.018573
cap_transmission_region1_region5,10.001084
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1487075.25
cap_wind_region2,29.135741
gen_wind_region2,273635.71052048
cap_storage_energy_region2,1147.7488
cap_storage_power_region2,100.0
cap_transmission_region2_region3,10.00107
cap_baseload_region3,29.962635
gen_baseload_region3,734865.0948562999
cap_peaking_region3,36.83214
gen_peaking_region3,339061.21221306
cap_transmission_region3_region4,56.793705
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1422390.7000000002
cap_transmission_region4_region5,29.756295
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,996826.38
cap_wind_region5,134.6762
gen_wind_region5,1514218.141359
cap_storage_energy_region5,1830.19
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,62.980098
cap_peaking_total,56.834345874751804
cap_wind_total,163.8119385805326
cap_storage_energy_total,2977.9388999730427
cap_storage_power_total,300.0
cap_transmission_total,149.5707274517071
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1600128.066956778
gen_peaking_total,539823.6191570209
gen_wind_total,1787853.8074510454
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3906292.33
emissions_total,535955050.9058898
cost_install,178799.1549878208
cost_operate,26906.87297918858
cost_total,205706.02796700937
num_ts,720.0
sum_ts_weights,26304.0
solution_time,42.065576
