,output
cap_baseload_region1,38.536303
gen_baseload_region1,1003089.8910357999
cap_peaking_region1,15.607198
gen_peaking_region1,143298.84135189198
cap_transmission_region1_region2,46.339915
cap_transmission_region1_region5,7.8035855
cap_transmission_region1_region6,0.0
peak_unmet_region2,13.606554
gen_unmet_region2,778.6900734172
demand_region2,1473944.53
cap_wind_region2,26.463126
gen_wind_region2,239123.6539628884
cap_storage_energy_region2,183.97589
cap_storage_power_region2,100.0
cap_transmission_region2_region3,13.385719
cap_baseload_region3,20.192605
gen_baseload_region3,484318.10659998015
cap_peaking_region3,54.791437
gen_peaking_region3,410003.52024600614
cap_transmission_region3_region4,61.598324
peak_unmet_region4,68.323352
gen_unmet_region4,6120.888441650001
demand_region4,1471250.47
cap_transmission_region4_region5,35.021676
peak_unmet_region5,6.7941272
gen_unmet_region5,31.25599751
demand_region5,997521.92
cap_wind_region5,150.69894
gen_wind_region5,1685794.31365898
cap_storage_energy_region5,2964.537
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,58.729008
cap_peaking_total,70.398735
cap_wind_total,177.16216599999998
cap_storage_energy_total,3148.51299
cap_storage_power_total,300.0
cap_transmission_total,164.1494195
peak_unmet_total,88.72403320000001
peak_unmet_systemwide,84.32919720000001
gen_baseload_total,1487409.7300323108
gen_peaking_total,553302.3615978982
gen_wind_total,1924918.4063563338
gen_solar_total,0.0
gen_unmet_total,6930.834512577202
demand_total,3942716.92
cost_install,0.0
cost_operate,68400.40111675602
cost_total,68400.40111675602
num_ts,26280.0
sum_ts_weights,26280.0
solution_time,269.094094
