,output
cap_baseload_region1,40.186334
gen_baseload_region1,1055412.216432
cap_peaking_region1,4.2445228
gen_peaking_region1,59350.460012896
cap_transmission_region1_region2,43.328568
cap_transmission_region1_region5,1.1022887
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1523060.56
cap_wind_region2,34.013568
gen_wind_region2,294322.8600392
cap_storage_energy_region2,775.58022
cap_storage_power_region2,100.0
cap_transmission_region2_region3,13.189885
cap_baseload_region3,48.556842
gen_baseload_region3,1239154.39495
cap_peaking_region3,54.596317
gen_peaking_region3,331729.780363123
cap_transmission_region3_region4,92.106727
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1445674.1
cap_transmission_region4_region5,10.363273
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,1004231.99
cap_wind_region5,86.708665
gen_wind_region5,929118.07868044
cap_storage_energy_region5,1232.0227
cap_storage_power_region5,100.0
cap_transmission_region5_region6,18.354678
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,18.354677
gen_peaking_region6,75244.416044957
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,88.743176
cap_peaking_total,77.1955168
cap_wind_total,120.72223140091339
cap_storage_energy_total,2007.60305443339
cap_storage_power_total,300.0
cap_transmission_total,178.44541947986605
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,2294566.611353525
gen_peaking_total,466324.656420976
gen_wind_total,1223440.930260995
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3972966.6500000004
emissions_total,645443179.9943051
cost_install,199442.74297696978
cost_operate,27805.709122284665
cost_total,227248.45209925444
num_ts,720.0
sum_ts_weights,26280.0
solution_time,38.380133
