,output
cap_baseload_region1,39.454232
gen_baseload_region1,1026670.0314060001
cap_peaking_region1,0.33268067
gen_peaking_region1,4147.1121833895
cap_transmission_region1_region2,39.786899
cap_transmission_region1_region5,0.0
cap_transmission_region1_region6,0.0
peak_unmet_region2,17.992815
gen_unmet_region2,403.75074788999996
demand_region2,1473944.53
cap_wind_region2,45.194545
gen_wind_region2,408382.77158738696
cap_storage_energy_region2,501.62592
cap_storage_power_region2,100.0
cap_transmission_region2_region3,15.69061
cap_baseload_region3,35.715919
gen_baseload_region3,870555.8432620718
cap_peaking_region3,60.641665
gen_peaking_region3,395569.971402326
cap_transmission_region3_region4,81.865309
peak_unmet_region4,41.469382
gen_unmet_region4,3972.27505452
demand_region4,1471250.47
cap_transmission_region4_region5,20.734691
peak_unmet_region5,30.251847
gen_unmet_region5,911.5566478300001
demand_region5,997521.92
cap_wind_region5,113.24005
gen_wind_region5,1259549.1534631702
cap_storage_energy_region5,2533.361
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,75.17025100000001
cap_peaking_total,60.97444567000001
cap_wind_total,158.434695
cap_storage_energy_total,3034.98702
cap_storage_power_total,300.0
cap_transmission_total,158.077809
peak_unmet_total,89.714044
peak_unmet_systemwide,76.469099
gen_baseload_total,1897227.51055055
gen_peaking_total,399717.18914060347
gen_wind_total,1667932.3558660757
gen_solar_total,0.0
gen_unmet_total,5287.58245024
demand_total,3942716.92
cost_install,0.0
cost_operate,55213.69862760932
cost_total,55213.69862760932
num_ts,26280.0
sum_ts_weights,26280.0
solution_time,274.95344
