,output
cap_baseload_region1,40.186334
gen_baseload_region1,1053550.5214189999
cap_peaking_region1,4.2445228
gen_peaking_region1,44165.408653079096
cap_transmission_region1_region2,43.328568
cap_transmission_region1_region5,1.1022887
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1473944.53
cap_wind_region2,34.013568
gen_wind_region2,307350.26031123044
cap_storage_energy_region2,775.58022
cap_storage_power_region2,100.0
cap_transmission_region2_region3,13.189885
cap_baseload_region3,48.556842
gen_baseload_region3,1221179.9927102998
cap_peaking_region3,54.596317
gen_peaking_region3,281885.85883406556
cap_transmission_region3_region4,92.106727
peak_unmet_region4,8.706546
gen_unmet_region4,76.215295
demand_region4,1471250.47
cap_transmission_region4_region5,10.363273
peak_unmet_region5,8.0692243
gen_unmet_region5,41.05346077
demand_region5,997521.92
cap_wind_region5,86.708665
gen_wind_region5,978845.44484662
cap_storage_energy_region5,1232.0227
cap_storage_power_region5,100.0
cap_transmission_region5_region6,18.354678
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,18.354677
gen_peaking_region6,75375.12249210701
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,88.74327600000001
cap_peaking_total,77.1955168
cap_wind_total,120.72233299999999
cap_storage_energy_total,2007.60302
cap_storage_power_total,300.0
cap_transmission_total,178.4455197
peak_unmet_total,16.775770299999998
peak_unmet_systemwide,16.775770299999998
gen_baseload_total,2274732.2917282847
gen_peaking_total,401426.38997925166
gen_wind_total,1286196.1818502403
gen_solar_total,0.0
gen_unmet_total,117.26875577
demand_total,3942716.92
cost_install,0.0
cost_operate,26138.76631887211
cost_total,26138.76631887211
num_ts,26280.0
sum_ts_weights,26280.0
solution_time,355.417927
