,output
cap_baseload_region1,0.0
gen_baseload_region1,0.0
cap_peaking_region1,19.595241
gen_peaking_region1,195088.476294111
cap_transmission_region1_region2,9.7976346
cap_transmission_region1_region5,9.7976057
cap_transmission_region1_region6,0.0
peak_unmet_region2,39.330625
gen_unmet_region2,8265.510567813
demand_region2,1473944.53
cap_wind_region2,107.03728
gen_wind_region2,967200.3794133259
cap_storage_energy_region2,702.98
cap_storage_power_region2,100.0
cap_transmission_region2_region3,34.562002
cap_baseload_region3,44.839438
gen_baseload_region3,1068794.7452292696
cap_peaking_region3,64.356228
gen_peaking_region3,560971.798790624
cap_transmission_region3_region4,89.47453
peak_unmet_region4,24.37094
gen_unmet_region4,1174.48647961
demand_region4,1471250.47
cap_transmission_region4_region5,11.24547
peak_unmet_region5,30.274541
gen_unmet_region5,1954.2705655660002
demand_region5,997521.92
cap_wind_region5,104.17214
gen_wind_region5,1163980.7763030701
cap_storage_energy_region5,1382.7688
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,44.83963800000001
cap_peaking_total,83.951569
cap_wind_total,211.20952
cap_storage_energy_total,2085.7489000000005
cap_storage_power_total,300.0
cap_transmission_total,154.8774423
peak_unmet_total,93.976106
peak_unmet_systemwide,76.856311
gen_baseload_total,1068798.3333631682
gen_peaking_total,756060.275084735
gen_wind_total,2131181.6219742326
gen_solar_total,0.0
gen_unmet_total,11394.267612988999
demand_total,3942716.92
cost_install,0.0
cost_operate,100184.57668620179
cost_total,100184.57668620179
num_ts,26280.0
sum_ts_weights,26280.0
solution_time,307.582087
