,output
cap_baseload_region1,0.0
gen_baseload_region1,0.0
cap_peaking_region1,19.595241
gen_peaking_region1,242829.98899121972
cap_transmission_region1_region2,9.7976346
cap_transmission_region1_region5,9.7976057
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1473944.530056
cap_wind_region2,107.03728
gen_wind_region2,967200.3394134999
cap_storage_energy_region2,702.98
cap_storage_power_region2,100.0
cap_transmission_region2_region3,34.562002
cap_baseload_region3,44.839438
gen_baseload_region3,1038553.7830159101
cap_peaking_region3,64.356228
gen_peaking_region3,587678.356129636
cap_transmission_region3_region4,89.47453
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1471250.469664
cap_transmission_region4_region5,11.24547
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,997521.920128
cap_wind_region5,104.17214
gen_wind_region5,1118832.162208
cap_storage_energy_region5,1382.7688
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,44.839438
cap_peaking_total,83.95146978234287
cap_wind_total,211.2094195630951
cap_storage_energy_total,2085.748858988696
cap_storage_power_total,300.0
cap_transmission_total,154.87724189004692
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1038553.7829978879
gen_peaking_total,830508.3482920796
gen_wind_total,2086032.427763979
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3942716.9198479997
emissions_total,539914095.264883
cost_install,183581.64365869737
cost_operate,34273.21093049102
cost_total,217854.85458918838
num_ts,720.0
sum_ts_weights,26280.0
solution_time,38.961362
