,output
cap_baseload_region1,33.366569
gen_baseload_region1,871709.7459904003
cap_peaking_region1,20.548395
gen_peaking_region1,149629.65461601497
cap_transmission_region1_region2,43.961439
cap_transmission_region1_region5,9.9535248
cap_transmission_region1_region6,0.0
peak_unmet_region2,18.426803
gen_unmet_region2,257.9782407
demand_region2,1473944.53
cap_wind_region2,33.496377
gen_wind_region2,302676.8667246086
cap_storage_energy_region2,1098.4103
cap_storage_power_region2,100.0
cap_transmission_region2_region3,11.003494
cap_baseload_region3,49.523703
gen_baseload_region3,1227278.7575642997
cap_peaking_region3,47.832124
gen_peaking_region3,203469.184155502
cap_transmission_region3_region4,90.357667
peak_unmet_region4,24.354666
gen_unmet_region4,678.2617101600001
demand_region4,1471250.47
cap_transmission_region4_region5,12.112333
peak_unmet_region5,29.047401
gen_unmet_region5,730.0940725810001
demand_region5,997521.92
cap_wind_region5,109.77099
gen_wind_region5,1210262.13112916
cap_storage_energy_region5,1331.9861
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,82.890372
cap_peaking_total,68.380619
cap_wind_total,143.267467
cap_storage_energy_total,2430.3965000000003
cap_storage_power_total,300.0
cap_transmission_total,167.38865780000003
peak_unmet_total,71.82887
peak_unmet_systemwide,62.849896
gen_baseload_total,2098990.1626456
gen_peaking_total,353098.838771517
gen_wind_total,1512939.452626246
gen_solar_total,0.0
gen_unmet_total,1666.3340234410002
demand_total,3942716.92
cost_install,0.0
cost_operate,32863.3914937731
cost_total,32863.3914937731
num_ts,26280.0
sum_ts_weights,26280.0
solution_time,284.484239
