,output
cap_baseload_region1,18.53075
gen_baseload_region1,470903.7526932596
cap_peaking_region1,25.490597
gen_peaking_region1,246259.22552644124
cap_transmission_region1_region2,35.833564
cap_transmission_region1_region5,8.187782
cap_transmission_region1_region6,0.0
peak_unmet_region2,30.063625
gen_unmet_region2,984.7680697000001
demand_region2,1473944.53
cap_wind_region2,69.320063
gen_wind_region2,626383.5480536566
cap_storage_energy_region2,697.70872
cap_storage_power_region2,100.0
cap_transmission_region2_region3,16.923204
cap_baseload_region3,42.29901
gen_baseload_region3,1047936.9360513999
cap_peaking_region3,51.222499
gen_peaking_region3,299417.99998989503
cap_transmission_region3_region4,88.512214
peak_unmet_region4,27.635572
gen_unmet_region4,1110.2452816000002
demand_region4,1471250.47
cap_transmission_region4_region5,13.547786
peak_unmet_region5,28.924908
gen_unmet_region5,703.3797511000001
demand_region5,997521.92
cap_wind_region5,122.176
gen_wind_region5,1273373.5744094
cap_storage_energy_region5,1345.094
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,60.82986000000001
cap_peaking_total,76.71319600000001
cap_wind_total,191.496163
cap_storage_energy_total,2042.80282
cap_storage_power_total,300.0
cap_transmission_total,163.00475
peak_unmet_total,86.624105
peak_unmet_systemwide,71.897854
gen_baseload_total,1518842.1756315448
gen_peaking_total,545677.2255163363
gen_wind_total,1899757.5095655248
gen_solar_total,0.0
gen_unmet_total,2798.3931024000003
demand_total,3942716.92
cost_install,0.0
cost_operate,43495.66119335141
cost_total,43495.66119335141
num_ts,26280.0
sum_ts_weights,26280.0
solution_time,359.353604
