,output
cap_baseload_region1,38.536303
gen_baseload_region1,994350.9515439998
cap_peaking_region1,15.607198
gen_peaking_region1,174183.3393036786
cap_transmission_region1_region2,46.339915
cap_transmission_region1_region5,7.8035855
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1489479.32
cap_wind_region2,26.463126
gen_wind_region2,234834.96658257
cap_storage_energy_region2,183.97589
cap_storage_power_region2,100.0
cap_transmission_region2_region3,13.385719
cap_baseload_region3,20.192605
gen_baseload_region3,473329.1984241
cap_peaking_region3,54.791437
gen_peaking_region3,472792.11107678
cap_transmission_region3_region4,61.598324
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1471683.27
cap_transmission_region4_region5,35.021676
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,990716.97
cap_wind_region5,150.69894
gen_wind_region5,1617903.6178912001
cap_storage_energy_region5,2964.537
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,58.728908
cap_peaking_total,70.3986418631356
cap_wind_total,177.16206525364103
cap_storage_energy_total,3148.512975954895
cap_storage_power_total,300.0
cap_transmission_total,164.14921886462182
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1467680.149785211
gen_peaking_total,646975.4738806622
gen_wind_total,1852738.5425124916
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3951879.5599999996
emissions_total,552326226.3635036
cost_install,187495.83805427575
cost_operate,29995.10850699374
cost_total,217490.9465612695
num_ts,720.0
sum_ts_weights,26280.0
solution_time,44.714935
