,output
cap_baseload_region1,39.454232
gen_baseload_region1,1027501.869766
cap_peaking_region1,0.33268067
gen_peaking_region1,5129.03011416
cap_transmission_region1_region2,39.786899
cap_transmission_region1_region5,0.0
cap_transmission_region1_region6,0.0
peak_unmet_region2,0.0
gen_unmet_region2,0.0
demand_region2,1493357.52
cap_wind_region2,45.194545
gen_wind_region2,396246.89587934397
cap_storage_energy_region2,501.62592
cap_storage_power_region2,100.0
cap_transmission_region2_region3,15.69061
cap_baseload_region3,35.715919
gen_baseload_region3,856368.24836314
cap_peaking_region3,60.641665
gen_peaking_region3,462935.22155768
cap_transmission_region3_region4,81.865309
peak_unmet_region4,0.0
gen_unmet_region4,0.0
demand_region4,1463415.6099999999
cap_transmission_region4_region5,20.734691
peak_unmet_region5,0.0
gen_unmet_region5,0.0
demand_region5,991740.98
cap_wind_region5,113.24005
gen_wind_region5,1215562.8758750102
cap_storage_energy_region5,2533.361
cap_storage_power_region5,100.0
cap_transmission_region5_region6,0.0
cap_baseload_region6,0.0
gen_baseload_region6,0.0
cap_peaking_region6,0.0
gen_peaking_region6,0.0
cap_wind_region6,0.0
gen_wind_region6,0.0
cap_storage_energy_region6,0.0
cap_storage_power_region6,100.0
cap_baseload_total,75.170151
cap_peaking_total,60.97434554358323
cap_wind_total,158.4345935751356
cap_storage_energy_total,3034.9869620930017
cap_storage_power_total,300.0
cap_transmission_total,158.07752248485463
peak_unmet_total,0.0
peak_unmet_systemwide,0.0
gen_baseload_total,1883870.1179698545
gen_peaking_total,468064.251093829
gen_wind_total,1611809.721675673
gen_solar_total,0.0
gen_unmet_total,0.0
demand_total,3948514.11
emissions_total,563999721.7369395
cost_install,190477.32837828496
cost_operate,25813.460240759552
cost_total,216290.78861904453
num_ts,720.0
sum_ts_weights,26280.0
solution_time,41.91211
